campaign,date,survey_time,area,environment,swab_id,family,scientific_name,time_of_capture,count,glycerol,tissue,marked,capture_latitude,capture_longitude,comments
05,2021-09-17T00:00:00Z,night,04,water, 964,bufonidae,dendrophryniscus haddadi,18:00:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11706,F/ovada
05,2021-09-17T00:00:00Z,night,04,water, 965,hylidae,bokermannohyla circumdata,18:00:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11706,macho
06,2021-12-03T00:00:00Z,night,04,water,1847,brachycephalidae,brachycephalus pitanga,22:50:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11708,NA
06,2021-12-03T00:00:00Z,night,04,water,1848,hylidae,bokermannohyla hylax,22:50:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11708,imago
09,2022-07-24T00:00:00Z,night,04,water,2730,hylidae,bokermannohyla hylax,18:16:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11708,NA
09,2022-07-23T00:00:00Z,night,04,land,2724,hylidae,ololygon perpusilla,23:16:00,1,FALSE,FALSE,FALSE,-23.34123,-45.11710,NA
05,2021-09-17T00:00:00Z,night,04,water, 963,brachycephalidae,brachycephalus pitanga,18:00:00,1,FALSE,FALSE,FALSE,-23.34134,-45.11711,NA
01,2020-07-12T00:00:00Z,day,04,water,  78,brachycephalidae,brachycephalus pitanga,18:06:00,1,FALSE,FALSE,FALSE,-23.34116,-45.11711,NA
05,2021-09-17T00:00:00Z,night,04,water, 966,bufonidae,dendrophryniscus haddadi,18:21:00,1,FALSE,FALSE,FALSE,-23.34129,-45.11711,NA
05,2021-09-17T00:00:00Z,night,04,water, 967,brachycephalidae,brachycephalus pitanga,18:30:00,1,FALSE,FALSE,FALSE,-23.34129,-45.11711,NA
05,2021-09-16T00:00:00Z,night,04,water, 938,bufonidae,dendrophryniscus haddadi,22:05:00,1,FALSE,FALSE,FALSE,-23.34134,-45.11712,NA
06,2021-12-03T00:00:00Z,night,04,water,1842,bufonidae,dendrophryniscus haddadi,22:25:00,1,FALSE,FALSE,FALSE,-23.34116,-45.11713,NA
08,2022-05-09T00:00:00Z,night,04,water,2446,hylidae,ololygon perpusilla,18:30:00,1,FALSE,FALSE,FALSE,-23.34134,-45.11713,NA
08,2022-05-09T00:00:00Z,night,04,water,2439,hylodidae,hylodes phyllodes,18:05:00,1,FALSE,FALSE,FALSE,-23.34118,-45.11713,NA
08,2022-05-10T00:00:00Z,day,04,water,2481,brachycephalidae,brachycephalus pitanga,17:30:00,1,FALSE,FALSE,FALSE,-23.34130,-45.11713,NA
08,2022-05-11T00:00:00Z,night,04,water,2522,bufonidae,dendrophryniscus haddadi,18:51:00,1,FALSE,FALSE,FALSE,-23.34141,-45.11714,NA
07,2022-02-15T00:00:00Z,night,04,water,2042,brachycephalidae,brachycephalus pitanga,23:31:00,1,FALSE,FALSE,FALSE,-23.34137,-45.11714,NA
06,2021-12-03T00:00:00Z,night,04,water,1844,bufonidae,dendrophryniscus haddadi,22:45:00,1,FALSE,FALSE,FALSE,-23.34134,-45.11715,NA
06,2021-12-03T00:00:00Z,night,04,water,1845,brachycephalidae,brachycephalus pitanga,22:45:00,1,FALSE,FALSE,FALSE,-23.34134,-45.11715,NA
06,2021-12-03T00:00:00Z,night,04,water,1846,hylidae,bokermannohyla hylax,22:45:00,1,FALSE,FALSE,FALSE,-23.34134,-45.11715,NA
05,2021-09-17T00:00:00Z,night,04,water, 968,bufonidae,dendrophryniscus haddadi,18:35:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11715,jovem
05,2021-09-17T00:00:00Z,night,04,water, 969,brachycephalidae,brachycephalus pitanga,18:36:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11715,NA
05,2021-09-17T00:00:00Z,night,04,water, 970,bufonidae,dendrophryniscus haddadi,18:39:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11715,NA
05,2021-09-17T00:00:00Z,night,04,water, 971,bufonidae,dendrophryniscus haddadi,18:39:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11715,NA
07,2022-02-15T00:00:00Z,night,04,water,2043,hylidae,bokermannohyla hylax,23:40:00,1,FALSE,FALSE,FALSE,-23.34139,-45.11715,NA
07,2022-02-15T00:00:00Z,night,04,water,2044,bufonidae,dendrophryniscus haddadi,23:41:00,1,FALSE,FALSE,FALSE,-23.34139,-45.11715,NA
07,2022-02-15T00:00:00Z,night,04,water,2045,bufonidae,dendrophryniscus haddadi,23:42:00,1,FALSE,FALSE,FALSE,-23.34139,-45.11715,NA
07,2022-02-16T00:00:00Z,night,04,water,2088,bufonidae,dendrophryniscus haddadi,23:41:00,1,FALSE,FALSE,FALSE,-23.34128,-45.11715,NA
07,2022-02-16T00:00:00Z,night,04,water,2086,brachycephalidae,brachycephalus pitanga,23:33:00,1,FALSE,FALSE,FALSE,-23.34129,-45.11715,NA
07,2022-02-16T00:00:00Z,night,04,water,2087,brachycephalidae,brachycephalus pitanga,23:35:00,1,FALSE,FALSE,FALSE,-23.34129,-45.11715,NA
08,2022-05-10T00:00:00Z,night,04,water,2484,hylodidae,hylodes phyllodes,19:22:00,1,FALSE,FALSE,FALSE,-23.34118,-45.11716,NA
05,2021-09-18T00:00:00Z,night,04,water,1025,brachycephalidae,ischnocnema henselii,18:23:00,1,FALSE,FALSE,FALSE,-23.34140,-45.11717,Macho voc
05,2021-09-18T00:00:00Z,night,04,water,1026,hylidae,bokermannohyla hylax,18:24:00,1,FALSE,FALSE,FALSE,-23.34140,-45.11717,jovem
05,2021-09-18T00:00:00Z,night,04,water,1027,brachycephalidae,brachycephalus pitanga,18:26:00,1,FALSE,FALSE,FALSE,-23.34140,-45.11717,NA
05,2021-09-18T00:00:00Z,night,04,water,1028,hylidae,aplastodiscus arildae,18:58:00,1,FALSE,FALSE,FALSE,-23.34140,-45.11717,recaptura 5º campanha
08,2022-05-09T00:00:00Z,night,04,water,2447,bufonidae,dendrophryniscus haddadi,18:43:00,1,FALSE,FALSE,FALSE,-23.34121,-45.11717,NA
07,2022-02-14T00:00:00Z,night,04,water,2012,hylodidae,hylodes phyllodes,23:30:00,1,FALSE,TRUE,TRUE,-23.34114,-45.11718,NA
07,2022-02-14T00:00:00Z,night,04,water,2013,brachycephalidae,brachycephalus pitanga,23:32:00,1,FALSE,FALSE,FALSE,-23.34114,-45.11718,quase morto
06,2021-12-02T00:00:00Z,night,04,water,1719,hylidae,scinax flavoguttatus,18:35:00,1,FALSE,FALSE,FALSE,-23.34135,-45.11718,NA
06,2021-12-01T00:00:00Z,night,04,water,1685,hylidae,aplastodiscus leucopygius,22:00:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11718,Macho voc
06,2021-12-01T00:00:00Z,night,04,water,1686,bufonidae,dendrophryniscus haddadi,22:03:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11718,NA
06,2021-12-01T00:00:00Z,night,04,water,1687,hylidae,aplastodiscus arildae,22:05:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11718,NA
06,2021-12-01T00:00:00Z,night,04,water,1688,hylidae,aplastodiscus arildae,22:00:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11718,imago
06,2021-12-03T00:00:00Z,night,04,water,1843,bufonidae,dendrophryniscus haddadi,22:37:00,1,FALSE,FALSE,FALSE,-23.34130,-45.11719,NA
05,2021-09-18T00:00:00Z,night,04,water,1023,brachycephalidae,brachycephalus pitanga,18:10:00,1,FALSE,FALSE,FALSE,-23.34145,-45.11719,NA
05,2021-09-18T00:00:00Z,night,04,water,1024,NA,?,"NA:00",1,FALSE,FALSE,FALSE,-23.34145,-45.11719,"Brachy talvez, esquecimos"
06,2021-12-01T00:00:00Z,night,04,water,1683,brachycephalidae,brachycephalus pitanga,21:53:00,1,FALSE,FALSE,FALSE,-23.34102,-45.11719,NA
04,2021-07-31T00:00:00Z,night,04,water, 615,brachycephalidae,brachycephalus pitanga,22:35:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11720,NA
04,2021-07-31T00:00:00Z,night,04,water, 616,brachycephalidae,brachycephalus pitanga,22:36:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11720,NA
06,2021-12-01T00:00:00Z,night,04,water,1690,brachycephalidae,brachycephalus pitanga,22:20:00,1,FALSE,FALSE,FALSE,-23.34106,-45.11720,NA
07,2022-02-15T00:00:00Z,night,04,water,2046,bufonidae,dendrophryniscus haddadi,00:01:00,1,FALSE,FALSE,FALSE,-23.34141,-45.11720,NA
07,2022-02-15T00:00:00Z,night,04,water,2047,bufonidae,dendrophryniscus haddadi,00:01:00,1,FALSE,FALSE,FALSE,-23.34141,-45.11720,NA
08,2022-05-09T00:00:00Z,night,04,water,2443,hylidae,ololygon perpusilla,18:22:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11721,NA
08,2022-05-09T00:00:00Z,night,04,water,2444,brachycephalidae,brachycephalus pitanga,18:24:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11721,NA
08,2022-05-09T00:00:00Z,night,04,water,2445,brachycephalidae,brachycephalus pitanga,18:27:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11721,NA
09,2022-07-22T00:00:00Z,night,04,water,2678,brachycephalidae,brachycephalus pitanga,22:54:00,1,FALSE,FALSE,FALSE,-23.34146,-45.11722,NA
03,2021-06-20T00:00:00Z,night,04,water, 534,brachycephalidae,brachycephalus pitanga,23:30:00,1,FALSE,FALSE,FALSE,-23.34137,-45.11722,NA
05,2021-09-16T00:00:00Z,night,04,water, 935,hylidae,aplastodiscus arildae,21:45:00,1,FALSE,TRUE,TRUE,-23.34105,-45.11722,Macho voc
05,2021-09-16T00:00:00Z,night,04,water, 936,bufonidae,dendrophryniscus haddadi,21:51:00,1,FALSE,FALSE,FALSE,-23.34105,-45.11722,NA
06,2021-12-02T00:00:00Z,night,04,water,1720,brachycephalidae,brachycephalus pitanga,18:45:00,1,FALSE,FALSE,FALSE,-23.34133,-45.11722,NA
06,2021-12-02T00:00:00Z,day,04,water,1716,brachycephalidae,brachycephalus pitanga,18:22:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11723,NA
06,2021-12-02T00:00:00Z,day,04,water,1717,brachycephalidae,brachycephalus pitanga,18:22:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11723,NA
06,2021-12-02T00:00:00Z,day,04,water,1718,brachycephalidae,brachycephalus pitanga,18:22:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11723,NA
05,2021-09-16T00:00:00Z,night,04,water, 937,bufonidae,dendrophryniscus haddadi,21:58:00,1,FALSE,FALSE,FALSE,-23.34115,-45.11723,NA
04,2021-07-30T00:00:00Z,night,04,water, 599,brachycephalidae,brachycephalus pitanga,22:42:00,1,FALSE,FALSE,FALSE,-23.34132,-45.11724,NA
08,2022-05-09T00:00:00Z,night,04,water,2440,hylidae,ololygon perpusilla,18:07:00,1,FALSE,FALSE,FALSE,-23.34107,-45.11724,NA
08,2022-05-09T00:00:00Z,night,04,water,2441,bufonidae,dendrophryniscus haddadi,18:08:00,1,FALSE,FALSE,FALSE,-23.34107,-45.11724,NA
05,2021-09-18T00:00:00Z,day,04,water,1021,hylodidae,hylodes phyllodes,17:48:00,1,FALSE,TRUE,TRUE,-23.34134,-45.11724,F/ovada
05,2021-09-18T00:00:00Z,night,04,water,1022,bufonidae,dendrophryniscus haddadi,18:03:00,1,FALSE,FALSE,FALSE,-23.34134,-45.11724,NA
06,2021-12-01T00:00:00Z,night,04,water,1678,hylidae,aplastodiscus arildae,21:30:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11724,NA
06,2021-12-01T00:00:00Z,night,04,water,1679,hylidae,aplastodiscus arildae,21:32:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11724,NA
06,2021-12-01T00:00:00Z,night,04,water,1680,hylidae,aplastodiscus arildae,21:35:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11724,recaptura 5º campanha
06,2021-12-01T00:00:00Z,night,04,water,1681,bufonidae,dendrophryniscus haddadi,21:40:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11724,NA
01,2020-07-12T00:00:00Z,night,04,water,  79,bufonidae,dendrophryniscus haddadi,18:55:00,1,FALSE,FALSE,FALSE,-23.34127,-45.11724,NA
05,2021-09-18T00:00:00Z,day,04,water,1017,brachycephalidae,brachycephalus pitanga,17:37:00,1,FALSE,FALSE,FALSE,-23.34126,-45.11724,NA
05,2021-09-18T00:00:00Z,day,04,water,1018,brachycephalidae,brachycephalus pitanga,17:37:00,1,FALSE,FALSE,FALSE,-23.34126,-45.11724,NA
05,2021-09-18T00:00:00Z,day,04,water,1019,brachycephalidae,brachycephalus pitanga,17:40:00,1,FALSE,FALSE,FALSE,-23.34126,-45.11724,NA
07,2022-02-16T00:00:00Z,night,04,water,2085,brachycephalidae,brachycephalus pitanga,23:29:00,1,FALSE,FALSE,FALSE,-23.34117,-45.11725,NA
03,2021-06-20T00:00:00Z,night,04,water, 533,bufonidae,dendrophryniscus haddadi,23:15:00,1,FALSE,FALSE,FALSE,-23.34130,-45.11725,NA
07,2022-02-15T00:00:00Z,night,04,water,2049,bufonidae,dendrophryniscus haddadi,00:07:00,1,FALSE,FALSE,FALSE,-23.34136,-45.11725,NA
08,2022-05-10T00:00:00Z,night,04,water,2486,hylidae,ololygon perpusilla,19:31:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11725,coleta sangue suga
08,2022-05-10T00:00:00Z,night,04,water,2487,hylidae,ololygon perpusilla,19:32:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11725,NA
08,2022-05-10T00:00:00Z,night,04,water,2488,bufonidae,dendrophryniscus haddadi,19:33:00,1,FALSE,FALSE,FALSE,-23.34115,-45.11725,NA
08,2022-05-11T00:00:00Z,night,04,water,2523,hylidae,ololygon perpusilla,19:00:00,1,FALSE,FALSE,FALSE,-23.34140,-45.11725,NA
09,2022-07-24T00:00:00Z,night,04,water,2731,hylodidae,hylodes phyllodes,18:38:00,1,FALSE,TRUE,TRUE,-23.34123,-45.11725,NA
06,2021-12-01T00:00:00Z,night,04,water,1682,centrolenidae,vitreorana uranoscopa,21:45:00,1,FALSE,FALSE,FALSE,-23.34105,-45.11726,Macho voc
08,2022-05-11T00:00:00Z,night,04,water,2520,hylidae,ololygon perpusilla,18:30:00,1,FALSE,FALSE,FALSE,-23.34125,-45.11726,NA
08,2022-05-09T00:00:00Z,night,04,water,2442,brachycephalidae,brachycephalus pitanga,18:20:00,1,FALSE,FALSE,FALSE,-23.34130,-45.11727,NA
06,2021-12-02T00:00:00Z,night,04,water,1721,bufonidae,dendrophryniscus haddadi,18:50:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11727,NA
08,2022-05-10T00:00:00Z,night,04,water,2485,hylidae,ololygon perpusilla,19:25:00,1,FALSE,FALSE,FALSE,-23.34129,-45.11727,NA
04,2021-01-08T00:00:00Z,night,04,water, 620,brachycephalidae,brachycephalus pitanga,18:50:00,1,FALSE,FALSE,FALSE,-23.34133,-45.11727,NA
05,2021-09-18T00:00:00Z,day,04,water,1020,brachycephalidae,brachycephalus pitanga,17:45:00,1,FALSE,FALSE,FALSE,-23.34138,-45.11727,NA
05,2021-09-17T00:00:00Z,night,04,water, 972,hylidae,bokermannohyla hylax,18:51:00,1,FALSE,FALSE,FALSE,-23.34120,-45.11727,NA
05,2021-09-17T00:00:00Z,night,04,water, 973,brachycephalidae,brachycephalus pitanga,18:51:00,1,FALSE,FALSE,FALSE,-23.34120,-45.11727,NA
05,2021-09-17T00:00:00Z,night,04,water, 974,bufonidae,dendrophryniscus haddadi,19:01:00,1,FALSE,FALSE,FALSE,-23.34120,-45.11727,Possibly wrong
07,2022-02-15T00:00:00Z,night,04,water,2048,bufonidae,dendrophryniscus haddadi,00:05:00,1,FALSE,FALSE,FALSE,-23.34131,-45.11727,NA
05,2021-09-16T00:00:00Z,night,04,water, 934,hylidae,aplastodiscus arildae,21:37:00,1,FALSE,TRUE,TRUE,-23.34115,-45.11728,Macho voc
05,2021-09-16T00:00:00Z,night,04,water, 939,brachycephalidae,brachycephalus pitanga,22:10:00,1,FALSE,FALSE,FALSE,-23.34127,-45.11728,NA
08,2022-05-10T00:00:00Z,night,04,water,2482,hylidae,bokermannohyla hylax,18:55:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11728,NA
03,2021-06-20T00:00:00Z,night,04,water, 532,hylidae,scinax flavoguttatus,23:00:00,1,FALSE,FALSE,FALSE,-23.34117,-45.11728,NA
07,2022-02-15T00:00:00Z,night,04,water,2040,hylidae,bokermannohyla hylax,23:12:00,1,FALSE,FALSE,FALSE,-23.34111,-45.11728,NA
08,2022-05-10T00:00:00Z,night,04,water,2483,brachycephalidae,ischnocnema parva,18:59:00,1,FALSE,FALSE,FALSE,-23.34105,-45.11729,Fêmea
07,2022-02-15T00:00:00Z,night,04,water,2041,brachycephalidae,brachycephalus pitanga,23:17:00,1,FALSE,FALSE,FALSE,-23.34115,-45.11729,NA
05,2021-09-17T00:00:00Z,day,04,water, 960,brachycephalidae,brachycephalus pitanga,17:22:00,1,FALSE,FALSE,FALSE,-23.34114,-45.11730,NA
05,2021-09-17T00:00:00Z,day,04,water, 961,brachycephalidae,brachycephalus pitanga,17:36:00,1,FALSE,FALSE,FALSE,-23.34114,-45.11730,NA
05,2021-09-17T00:00:00Z,day,04,water, 962,brachycephalidae,brachycephalus pitanga,17:38:00,1,FALSE,FALSE,FALSE,-23.34114,-45.11730,NA
06,2021-12-01T00:00:00Z,night,04,water,1689,hylidae,aplastodiscus arildae,22:12:00,1,FALSE,FALSE,FALSE,-23.34097,-45.11730,imago
08,2022-05-10T00:00:00Z,day,04,water,2480,brachycephalidae,brachycephalus pitanga,17:19:00,1,FALSE,FALSE,FALSE,-23.34129,-45.11730,NA
04,2021-07-30T00:00:00Z,night,04,water, 598,hylidae,bokermannohyla hylax,22:31:00,1,FALSE,FALSE,FALSE,-23.34128,-45.11730,Juvenil
08,2022-05-11T00:00:00Z,day,04,water,2515,hylodidae,hylodes phyllodes,16:59:00,1,FALSE,TRUE,TRUE,-23.34132,-45.11730,NA
05,2021-09-17T00:00:00Z,night,04,water, 975,hylidae,aplastodiscus arildae,19:01:00,1,FALSE,FALSE,FALSE,-23.34107,-45.11731,recaptura 5º campanha
05,2021-09-17T00:00:00Z,night,04,water, 976,hylodidae,hylodes phyllodes,19:01:00,1,FALSE,TRUE,TRUE,-23.34107,-45.11731,NA
07,2022-02-14T00:00:00Z,night,04,water,2011,hylodidae,hylodes phyllodes,23:07:00,1,FALSE,TRUE,TRUE,-23.34105,-45.11731,macho
08,2022-05-11T00:00:00Z,night,04,water,2519,hylidae,bokermannohyla circumdata,18:27:00,1,FALSE,FALSE,FALSE,-23.34128,-45.11731,NA
09,2022-07-23T00:00:00Z,night,04,land,2722,brachycephalidae,brachycephalus pitanga,23:01:00,1,FALSE,FALSE,FALSE,-23.34120,-45.11733,NA
09,2022-07-23T00:00:00Z,night,04,land,2723,brachycephalidae,brachycephalus pitanga,23:03:00,1,FALSE,FALSE,FALSE,-23.34120,-45.11733,NA
06,2021-12-02T00:00:00Z,night,04,water,1722,hylidae,bokermannohyla hylax,18:52:00,1,FALSE,FALSE,FALSE,-23.34115,-45.11733,F/ovada
09,2022-07-23T00:00:00Z,night,04,land,2721,hylidae,scinax flavoguttatus,22:52:00,1,FALSE,FALSE,FALSE,-23.34128,-45.11734,NA
07,2022-02-14T00:00:00Z,night,04,water,2010,hylidae,aplastodiscus leucopygius,23:00:00,1,FALSE,FALSE,FALSE,-23.34104,-45.11736,NA
06,2021-12-03T00:00:00Z,night,04,water,1840,brachycephalidae,brachycephalus pitanga,21:52:00,1,FALSE,FALSE,FALSE,-23.34100,-45.11737,NA
06,2021-12-02T00:00:00Z,night,04,water,1723,centrolenidae,vitreorana uranoscopa,19:07:00,1,FALSE,FALSE,FALSE,-23.34110,-45.11737,NA
06,2021-12-01T00:00:00Z,night,04,water,1684,bufonidae,dendrophryniscus haddadi,21:56:00,1,FALSE,FALSE,FALSE,-23.34113,-45.11738,NA
06,2021-12-02T00:00:00Z,night,04,water,1724,hylidae,bokermannohyla hylax,19:15:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11739,NA
07,2022-02-16T00:00:00Z,night,04,water,2084,centrolenidae,vitreorana uranoscopa,23:21:00,1,FALSE,FALSE,FALSE,-23.34106,-45.11739,NA
08,2022-05-11T00:00:00Z,night,04,water,2521,hylidae,ololygon perpusilla,18:36:00,1,FALSE,FALSE,FALSE,-23.34119,-45.11741,NA
05,2021-09-17T00:00:00Z,day,04,water, 955,brachycephalidae,brachycephalus pitanga,17:09:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11741,NA
05,2021-09-17T00:00:00Z,day,04,water, 956,brachycephalidae,brachycephalus pitanga,17:10:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11741,on tree
05,2021-09-17T00:00:00Z,day,04,water, 957,brachycephalidae,brachycephalus pitanga,17:12:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11741,NA
05,2021-09-17T00:00:00Z,day,04,water, 958,brachycephalidae,brachycephalus pitanga,17:13:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11741,NA
09,2022-07-22T00:00:00Z,night,04,water,2677,brachycephalidae,brachycephalus pitanga,22:24:00,1,FALSE,FALSE,FALSE,-23.34111,-45.11741,NA
07,2022-02-16T00:00:00Z,night,04,water,2083,brachycephalidae,brachycephalus pitanga,23:07:00,1,FALSE,FALSE,FALSE,-23.34122,-45.11742,NA
05,2021-09-17T00:00:00Z,night,04,water, 977,hylidae,bokermannohyla hylax,19:12:00,1,FALSE,FALSE,FALSE,-23.34104,-45.11743,F/ovada
06,2021-12-02T00:00:00Z,day,04,water,1715,centrolenidae,vitreorana uranoscopa,18:00:00,1,FALSE,FALSE,FALSE,-23.34109,-45.11745,NA
06,2021-12-03T00:00:00Z,night,04,water,1839,brachycephalidae,brachycephalus pitanga,21:50:00,1,FALSE,FALSE,FALSE,-23.34111,-45.11745,NA
05,2021-09-17T00:00:00Z,day,04,water, 959,brachycephalidae,brachycephalus pitanga,17:18:00,1,FALSE,FALSE,FALSE,-23.34122,-45.11745,NA
05,2021-09-18T00:00:00Z,day,04,water,1016,brachycephalidae,brachycephalus pitanga,17:17:00,1,FALSE,FALSE,FALSE,-23.34112,-45.11746,NA
06,2021-12-02T00:00:00Z,night,04,water,1725,brachycephalidae,brachycephalus pitanga,19:20:00,1,FALSE,FALSE,FALSE,-23.34104,-45.11746,NA
08,2022-05-11T00:00:00Z,day,04,water,2516,brachycephalidae,brachycephalus pitanga,17:23:00,1,FALSE,FALSE,FALSE,-23.34107,-45.11747,NA
06,2021-12-03T00:00:00Z,night,04,water,1841,bufonidae,dendrophryniscus haddadi,22:20:00,1,FALSE,FALSE,FALSE,-23.34115,-45.11747,NA
01,2020-07-12T00:00:00Z,night,04,water,  80,bufonidae,dendrophryniscus haddadi,19:11:00,1,FALSE,FALSE,FALSE,-23.34118,-45.11747,NA
06,2021-12-02T00:00:00Z,day,04,water,1713,brachycephalidae,brachycephalus pitanga,17:50:00,1,FALSE,FALSE,FALSE,-23.34110,-45.11747,NA
06,2021-12-02T00:00:00Z,day,04,water,1714,brachycephalidae,brachycephalus pitanga,17:50:00,1,FALSE,FALSE,FALSE,-23.34110,-45.11747,NA
06,2021-12-01T00:00:00Z,night,04,water,1673,brachycephalidae,ischnocnema henselii,21:15:00,1,FALSE,FALSE,FALSE,-45.12845,-45.11748,NA
06,2021-12-01T00:00:00Z,night,04,water,1674,brachycephalidae,brachycephalus pitanga,21:23:00,1,FALSE,FALSE,FALSE,-45.12845,-45.11748,NA
06,2021-12-01T00:00:00Z,night,04,water,1675,brachycephalidae,brachycephalus pitanga,21:23:00,1,FALSE,FALSE,FALSE,-45.12845,-45.11748,NA
06,2021-12-01T00:00:00Z,night,04,water,1676,brachycephalidae,brachycephalus pitanga,21:26:00,1,FALSE,FALSE,FALSE,-45.12845,-45.11748,NA
06,2021-12-01T00:00:00Z,night,04,water,1677,brachycephalidae,brachycephalus pitanga,21:26:00,1,FALSE,FALSE,FALSE,-45.12845,-45.11748,NA
05,2021-09-17T00:00:00Z,day,04,water, 953,brachycephalidae,brachycephalus pitanga,17:03:00,1,FALSE,FALSE,FALSE,-23.34107,-45.11748,NA
05,2021-09-17T00:00:00Z,day,04,water, 954,brachycephalidae,brachycephalus pitanga,17:04:00,1,FALSE,FALSE,FALSE,-23.34107,-45.11748,NA
08,2022-05-10T00:00:00Z,day,04,water,2478,brachycephalidae,brachycephalus pitanga,17:05:00,1,FALSE,FALSE,FALSE,-23.34102,-45.11748,NA
08,2022-05-10T00:00:00Z,day,04,water,2479,brachycephalidae,brachycephalus pitanga,17:16:00,1,FALSE,FALSE,FALSE,-23.34102,-45.11748,NA
05,2021-09-18T00:00:00Z,day,04,water,1013,brachycephalidae,brachycephalus pitanga,17:02:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11749,NA
05,2021-09-18T00:00:00Z,day,04,water,1014,brachycephalidae,brachycephalus pitanga,17:02:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11749,NA
05,2021-09-18T00:00:00Z,day,04,water,1015,brachycephalidae,brachycephalus pitanga,17:03:00,1,FALSE,FALSE,FALSE,-23.34108,-45.11749,NA
07,2022-02-15T00:00:00Z,night,03,water,2028,brachycephalidae,brachycephalus pitanga,19:10:00,1,FALSE,FALSE,FALSE,-23.34100,-45.11749,NA
09,2022-07-23T00:00:00Z,night,04,land,2720,brachycephalidae,brachycephalus pitanga,22:37:00,1,FALSE,FALSE,FALSE,-23.34113,-45.11749,NA
08,2022-05-11T00:00:00Z,day,04,water,2517,brachycephalidae,brachycephalus pitanga,17:42:00,1,FALSE,FALSE,FALSE,-23.34114,-45.11752,NA
09,2022-07-24T00:00:00Z,night,04,water,2732,brachycephalidae,ischnocnema parva,19:04:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11752,Fêmea ovada
09,2022-07-24T00:00:00Z,night,04,water,2733,brachycephalidae,brachycephalus pitanga,19:07:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11752,NA
09,2022-07-24T00:00:00Z,night,04,water,2734,brachycephalidae,brachycephalus pitanga,19:08:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11752,NA
09,2022-07-24T00:00:00Z,night,04,water,2735,brachycephalidae,brachycephalus pitanga,19:10:00,1,FALSE,FALSE,FALSE,-23.34101,-45.11752,NA
09,2022-07-23T00:00:00Z,night,04,land,2719,brachycephalidae,brachycephalus pitanga,22:32:00,1,FALSE,FALSE,FALSE,-23.34099,-45.11752,NA
05,2021-09-18T00:00:00Z,night,04,water,1029,brachycephalidae,brachycephalus pitanga,19:08:00,1,FALSE,FALSE,FALSE,-23.34098,-45.11754,NA
05,2021-09-16T00:00:00Z,night,04,water, 932,hylidae,aplastodiscus arildae,21:18:00,1,FALSE,TRUE,TRUE,-23.34105,-45.11755,Macho voc
05,2021-09-16T00:00:00Z,night,04,water, 933,hylidae,bokermannohyla hylax,21:20:00,1,FALSE,FALSE,FALSE,-23.34105,-45.11755,F/ovada
06,2021-12-03T00:00:00Z,night,04,water,1835,brachycephalidae,ischnocnema henselii,21:40:00,1,FALSE,FALSE,FALSE,-23.34095,-45.11755,Fêmea
08,2022-05-11T00:00:00Z,night,04,water,2524,brachycephalidae,brachycephalus pitanga,19:13:00,1,FALSE,FALSE,FALSE,-23.34104,-45.11757,NA
01,2020-07-12T00:00:00Z,night,04,water,  81,bufonidae,dendrophryniscus haddadi,19:19:00,1,FALSE,FALSE,FALSE,-23.34110,-45.11758,NA
