swab_id,sex,capture_mark_recapture
1862,male,NA
1863,male,NA
1864,male,NA
1865,male,NA
1866,male,NA
1867,male,NA
1868,male,NA
1869,male,NA
1870,male,NA
1871,male,NA
1872,male,NA
1873,male,NA
1874,female,NA
1875,male,NA
1876,male,NA
1877,male,NA
1878,male,NA
1879,male,NA
1880,male,NA
1881,male,NA
1882,male,NA
1883,male,NA
1884,male,NA
1885,male,NA
1886,male,NA
1887,male,NA
1888,male,NA
1889,male,NA
1890,male,NA
1891,male,NA
1892,male,NA
1893,male,NA
1894,male,NA
1895,male,NA
1896,male,NA
1897,male,NA
1898,male,NA
1899,male,NA
1900,male,NA
1901,male,NA
1902,male,NA
1903,male,NA
1904,male,NA
1905,male,NA
1906,male,NA
1907,male,NA
1908,male,NA
1909,male,NA
1910,male,NA
1911,male,NA
1912,male,NA
1913,female,NA
1917,male,NA
1918,male,NA
1919,male,NA
1920,male,NA
1921,male,NA
1922,male,NA
1923,male,NA
1924,male,NA
1925,male,NA
1926,male,NA
1927,male,NA
1928,male,NA
1929,male,NA
1930,male,NA
1931,male,NA
1932,male,NA
1933,male,NA
1934,male,NA
1935,male,NA
1936,male,NA
1937,male,NA
1938,male,NA
1939,male,NA
1940,male,NA
1941,male,NA
1942,male,NA
1943,male,NA
1944,male,NA
1945,male,NA
1946,male,NA
1947,male,NA
1948,male,NA
1949,male,NA
1950,male,NA
1951,male,NA
1952,female,NA
1953,male,NA
1954,male,NA
1955,male,NA
1956,male,NA
1957,male,NA
1958,male,NA
1959,male,NA
1960,male,NA
1961,male,NA
1962,male,NA
1963,male,NA
1964,male,NA
1965,male,NA
1966,male,NA
1967,male,NA
1968,male,NA
1969,male,NA
1970,male,NA
1971,male,NA
1972,male,NA
1973,male,NA
1974,male,NA
1975,male,NA
1976,male,NA
1978,male,NA
1979,male,NA
1980,male,NA
1981,male,NA
1982,male,NA
1983,male,NA
1984,male,NA
1985,male,NA
1986,male,NA
1987,male,NA
1988,male,NA
1989,female,NA
1990,male,NA
1991,male,NA
1992,male,NA
1993,male,NA
1994,male,NA
1995,male,NA
1996,male,NA
1997,male,NA
1998,male,NA
1999,male,NA
2000,male,NA
2001,male,NA
2002,male,NA
2003,male,NA
2004,male,NA
2005,male,NA
2006,male,NA
2007,male,NA
2008,male,NA
2009,male,NA
2010,male,NA
2011,male,NA
2012,male,NA
2013,male,NA
2014,male,NA
2015,male,NA
2016,male,NA
2017,male,NA
2018,male,NA
2019,male,NA
2020,male,NA
2021,male,NA
2022,male,NA
2023,male,NA
2024,male,NA
2025,male,NA
2026,male,NA
2027,male,NA
2028,male,NA
2029,male,NA
2030,male,NA
2031,male,NA
2032,male,NA
2033,male,NA
2034,male,NA
2035,male,NA
2036,male,NA
2037,male,NA
2038,male,NA
2039,male,06
2040,male,NA
2041,male,NA
2042,male,NA
2043,male,NA
2044,male,NA
2045,male,NA
2046,male,NA
2047,male,NA
2048,male,NA
2049,male,NA
2050,male,NA
2051,male,NA
2052,male,NA
2053,male,NA
2054,male,NA
2055,male,NA
2056,male,NA
2057,male,NA
2058,male,NA
2059,male,NA
2060,male,NA
2061,male,NA
2062,male,NA
2063,male,NA
2064,male,NA
2065,male,NA
2066,male,NA
2067,male,NA
2068,male,NA
2069,male,NA
2070,male,NA
2071,male,NA
2072,male,NA
2073,male,NA
2074,male,NA
2075,male,NA
2076,male,NA
2077,male,NA
2078,male,NA
2079,male,NA
2080,male,NA
2081,male,NA
2082,male,NA
2083,male,NA
2084,male,NA
2085,male,NA
2086,male,NA
2087,male,NA
2088,male,NA
2089,male,NA
2090,male,NA
2091,male,NA
2092,male,NA
2093,male,NA
2094,male,NA
2095,male,NA
2096,male,NA
2097,male,NA
2098,male,NA
2099,male,NA
2101,female,NA
2102,male,NA
2103,male,NA
2104,male,NA
2105,male,NA
2106,male,NA
2107,male,NA
2108,female,NA
2109,female,NA
2110,male,NA
2111,male,06
2112,male,NA
2113,female,NA
2114,male,NA
2115,male,NA
2116,male,NA
2117,male,NA
2118,male,NA
2119,male,NA
2120,male,NA
2121,male,NA
2122,male,NA
2123,male,NA
2124,male,NA
2125,male,NA
2126,male,NA
2127,male,NA
2128,male,NA
2129,male,NA
2130,male,05
2131,male,NA
2132,male,NA
2133,male,NA
2134,male,NA
2135,male,NA
2136,male,NA
2137,male,NA
2138,male,NA
2139,male,NA
2140,male,NA
2141,male,NA
2142,male,NA
2143,male,NA
2144,male,NA
2145,male,NA
2146,male,NA
2147,male,NA
2148,male,NA
2149,male,NA
2150,male,NA
2151,male,NA
.,male,NA
2152,male,NA
2153,male,NA
2154,male,NA
2155,male,NA
2156,male,NA
2157,male,NA
2158,male,NA
2159,male,NA
2160,male,NA
2161,male,NA
2162,male,NA
2163,male,NA
2164,male,NA
2165,male,NA
2166,male,NA
2167,male,NA
2168,male,NA
2169,male,NA
2170,male,NA
2171,male,NA
2172,male,NA
2173,male,NA
2174,male,NA
2175,male,NA
2176,male,NA
2177,male,NA
2178,male,NA
2179,male,NA
2180,male,NA
2181,male,NA
2182,male,NA
2183,male,NA
2184,male,NA
2185,male,NA
2186,male,NA
2187,male,NA
2188,male,NA
2189,male,NA
2190,male,NA
2191,male,NA
2192,male,NA
2193,male,NA
2194,male,NA
2195,male,NA
2196,male,NA
2197,male,NA
2198,male,NA
2199,male,NA
2200,male,NA
2201,male,NA
2202,male,NA
2203,male,NA
2204,male,NA
2205,male,NA
2206,male,NA
2207,male,NA
2208,male,NA
2209,male,NA
2210,male,NA
2211,male,NA
2212,male,NA
2213,male,NA
2214,male,NA
2215,male,NA
2216,male,NA
2217,male,NA
2218,female,NA
2219,male,NA
2220,male,NA
2221,male,NA
2222,male,NA
.,male,NA
2223,male,NA
2224,male,NA
2225,male,NA
2226,male,NA
2227,male,NA
2228,male,NA
2229,male,NA
2230,male,NA
2231,male,NA
2232,male,NA
2233,male,NA
2234,male,NA
2235,male,NA
2236,male,NA
2237,male,NA
2238,male,NA
2239,male,NA
2240,male,NA
2241,male,NA
2242,male,NA
2243,male,NA
2244,male,NA
2245,male,NA
2246,male,NA
2247,male,NA
2248,male,NA
2249,female,NA
2250,male,NA
2252,male,NA
2253,male,NA
2254,male,NA
2255,male,NA
2256,male,NA
2257,male,NA
2258,male,NA
2259,male,NA
2260,male,NA
2261,male,NA
2262,male,NA
2263,male,NA
2264,male,NA
2265,male,NA
2266,male,NA
2267,male,NA
2268,male,NA
2269,male,NA
2270,male,NA
2271,male,NA
2272,male,NA
2273,male,NA
2274,female,NA
2275,male,NA
2276,male,NA
2277,male,NA
2278,male,NA
2279,male,NA
2280,male,NA
2281,male,NA
2283,male,NA
2284,male,NA
2285,male,NA
2286,male,NA
2287,male,NA
2288,male,NA
2289,male,NA
2290,male,NA
2291,male,NA
2292,male,NA
2293,male,NA
2294,male,NA
2295,male,NA
2296,male,NA
2297,male,NA
2298,male,NA
2299,male,NA
2300,male,NA
2301,male,NA
2302,male,NA
2303,male,NA
2304,male,NA
2305,male,NA
2306,male,NA
2307,male,NA
2308,male,NA
2309,male,NA
2310,male,NA
2311,male,NA
2312,male,NA
2313,male,NA
2314,male,NA
2315,male,07
2316,male,NA
2317,male,NA
2318,male,NA
2319,male,NA
2320,male,NA
2321,male,NA
2322,male,NA
2323,male,NA
2324,male,NA
2325,male,NA
2326,male,NA
2327,male,NA
2328,male,NA
2329,male,NA
2330,female,NA
2331,male,NA
2332,male,NA
2333,male,NA
2334,male,NA
2335,male,NA
2336,male,NA
2337,male,NA
2338,male,NA
2339,male,NA
2340,male,NA
2341,male,NA
2342,male,NA
2343,male,NA
2344,male,NA
2345,male,NA
2346,male,NA
2347,male,NA
2348,male,NA
2349,male,NA
2350,male,NA
2351,male,NA
2352,male,NA
2353,male,NA
2354,male,NA
2355,male,NA
2356,male,NA
2357,male,NA
2358,male,NA
2359,male,NA
2360,male,NA
2361,male,NA
2362,male,NA
2363,male,NA
2364,male,NA
2365,female,NA
2366,male,NA
2367,male,NA
2368,male,NA
2369,male,NA
2370,male,NA
2371,male,NA
2372,male,NA
2373,male,NA
2374,male,NA
2375,female,NA
2376,male,NA
2377,male,NA
2378,male,NA
2379,male,NA
2380,male,NA
2381,male,NA
2382,male,NA
2383,male,NA
2384,male,NA
2385,male,NA
2386,male,NA
2387,female,NA
2388,male,NA
2389,male,NA
2390,male,NA
2392,male,NA
2393,male,NA
2394,male,NA
2395,male,NA
2396,male,NA
2397,male,NA
2398,male,NA
2399,male,NA
2400,male,NA
2401,male,NA
2402,male,NA
2403,male,NA
2404,male,NA
2405,male,NA
2406,male,NA
2407,male,NA
2408,male,NA
2409,male,NA
2410,male,NA
2411,male,NA
2412,female,NA
2413,male,NA
2414,male,NA
2415,male,NA
2416,male,NA
2417,male,NA
2418,male,NA
2419,male,NA
2420,male,NA
2421,male,NA
2422,male,NA
2423,male,NA
2424,male,NA
2425,male,NA
2426,male,NA
2427,male,NA
2428,male,NA
2429,male,NA
2430,male,NA
2431,male,NA
2432,male,NA
2433,male,NA
2434,male,NA
2435,male,NA
2436,male,NA
2437,male,NA
2438,male,NA
2439,male,NA
2440,male,NA
2441,male,NA
2442,male,NA
2443,male,NA
2444,male,NA
2445,male,NA
2446,male,NA
2447,male,NA
2448,male,NA
2449,male,NA
2450,male,NA
2451,male,NA
2452,male,NA
2453,male,NA
2454,male,NA
2455,male,NA
2456,male,NA
2457,male,NA
2458,male,NA
2459,male,NA
2460,male,NA
2461,male,NA
2462,male,NA
2463,male,NA
2464,male,NA
2465,male,NA
2466,male,NA
2467,male,NA
2468,male,NA
2469,male,NA
2470,male,NA
2471,male,NA
2472,male,NA
2473,male,NA
2474,male,NA
2475,male,NA
2476,male,NA
2477,male,NA
2478,male,NA
2479,male,NA
2480,male,NA
2481,male,NA
2482,male,NA
2483,female,NA
2484,male,NA
2485,male,NA
2486,male,NA
2487,male,NA
2488,male,NA
2489,male,NA
2490,male,NA
2491,male,NA
2492,male,NA
2493,male,NA
2494,male,NA
2495,male,NA
2496,male,NA
2497,male,NA
2498,male,NA
2499,male,NA
2500,male,NA
2501,male,NA
2502,male,NA
2503,male,NA
2504,male,NA
2505,male,NA
2506,male,NA
2507,male,NA
2508,male,NA
2509,male,NA
2510,male,NA
2511,male,NA
2512,male,NA
2513,male,NA
2514,male,NA
2515,male,NA
2516,male,NA
2517,male,NA
2518,male,NA
2519,male,NA
2520,male,NA
2521,male,NA
2522,male,NA
2523,male,NA
2524,male,NA
2525,male,NA
2526,male,NA
2527,male,NA
2528,male,NA
2529,male,NA
2530,male,NA
2531,male,NA
2532,male,NA
2533,male,NA
2534,male,NA
2535,male,NA
2536,male,NA
2537,male,NA
2538,male,NA
2539,male,NA
2540,male,NA
2541,male,NA
2542,male,NA
2543,male,NA
2544,male,NA
.,male,NA
.,male,NA
2545,male,NA
2546,male,NA
2547,male,NA
2548,male,NA
2549,male,NA
2550,male,NA
2551,male,NA
2552,male,NA
2553,male,NA
2554,male,NA
2555,male,NA
2556,male,NA
2557,male,NA
2558,male,NA
2559,male,NA
2560,male,NA
2561,male,NA
.,male,NA
.,male,NA
2562,male,NA
2563,male,NA
2564,male,NA
2565,male,NA
2566,male,NA
2567,male,NA
2568,male,NA
2569,male,NA
2570,male,NA
2571,male,NA
2572,male,NA
2573,male,NA
2574,male,NA
2575,male,NA
2576,male,NA
2577,male,NA
2578,male,NA
2579,male,NA
2580,male,NA
2581,male,NA
2582,male,NA
2583,male,NA
2584,male,NA
2585,male,NA
2586,male,NA
2587,male,NA
2588,male,NA
2589,male,NA
2590,male,NA
2591,male,NA
2592,male,NA
2593,male,NA
2594,male,NA
2595,male,NA
2596,male,NA
2597,male,NA
2598,male,NA
2599,male,NA
2600,male,NA
2601,male,NA
2602,male,06
2603,female,NA
2604,male,NA
2605,male,NA
2606,male,NA
2607,male,NA
2608,male,NA
2609,male,NA
2610,male,NA
2611,male,NA
2612,male,NA
2613,male,NA
2614,male,NA
2615,male,NA
2616,male,NA
2617,male,NA
2618,male,NA
2619,male,NA
2620,male,NA
2621,male,NA
2622,male,NA
2624,male,06
2625,male,NA
2626,male,NA
2627,male,NA
2628,male,NA
2629,male,NA
2630,male,NA
2631,male,NA
2632,male,NA
2633,male,NA
2634,male,NA
2635,male,NA
2636,male,NA
2637,male,NA
2638,male,NA
2639,male,NA
2640,female,NA
2641,male,NA
2642,male,NA
2643,male,NA
2644,male,NA
2645,male,NA
2646,male,NA
2647,male,NA
2648,male,NA
2649,male,NA
2650,male,NA
2651,male,NA
2652,male,NA
2653,male,NA
2654,male,NA
2655,male,NA
2656,male,NA
2657,male,NA
2658,male,NA
2659,male,NA
2660,male,NA
2661,male,NA
2662,male,NA
2663,male,NA
2664,male,NA
2665,male,NA
2666,male,NA
2667,male,NA
2668,male,NA
2669,male,NA
2670,male,NA
2671,male,NA
2672,male,NA
2673,male,NA
2674,male,NA
2675,male,NA
2676,male,NA
2677,male,NA
2678,male,NA
2679,male,NA
2680,male,NA
2681,male,NA
2682,male,NA
2683,male,NA
2684,male,NA
2685,male,NA
2686,male,NA
2687,male,NA
2688,male,NA
2689,male,NA
2690,male,NA
2691,male,NA
2692,male,NA
2693,male,NA
2694,male,NA
2695,male,NA
2696,male,NA
2697,male,NA
2698,male,NA
2699,male,NA
2700,male,NA
2701,male,NA
2702,male,NA
2703,male,NA
2704,male,NA
2705,male,NA
2706,male,NA
2707,male,NA
2708,male,NA
2709,male,NA
2710,male,NA
2711,male,NA
2712,male,NA
2713,male,NA
2715,male,NA
2716,male,NA
2717,male,NA
2718,male,NA
.,male,NA
2719,male,NA
2720,male,NA
2721,male,NA
2722,male,NA
2723,male,NA
2724,male,NA
2725,male,NA
2726,male,NA
2727,male,NA
2728,male,NA
2729,male,NA
2730,male,NA
2731,male,NA
2732,female,NA
2733,male,NA
2734,male,NA
2735,male,NA
2736,male,NA
2737,male,NA
2738,male,NA
2739,male,NA
2740,male,NA
2741,male,NA
2742,male,NA
2743,male,NA
2744,male,NA
2745,male,NA
2746,male,NA
2747,male,NA
2748,male,NA
.,male,NA
2749,male,NA
2750,male,NA
2751,male,NA
2752,male,NA
2753,male,NA
2754,male,NA
2755,male,NA
2756,male,NA
2757,male,NA
2758,male,NA
2759,male,NA
2760,male,NA
2761,male,NA
2762,male,NA
2763,male,NA
2764,male,NA
2765,male,NA
2766,male,NA
2767,female,NA
.,male,NA
NA,male,NA
2768,male,NA
2769,male,NA
2770,male,NA
2771,male,NA
2772,male,NA
2773,male,NA
2774,male,NA
2775,male,NA
2776,male,NA
2777,male,NA
2778,female,NA
2779,male,NA
.,male,NA
2780,male,NA
2781,male,NA
2782,male,NA
2783,female,NA
2784,male,NA
2785,male,NA
2786,male,NA
2787,male,NA
2788,male,NA
2789,male,NA
2790,male,NA
2791,male,NA
2792,male,NA
2793,male,NA
2794,male,NA
2795,male,NA
2796,male,NA
.,male,NA
2797,male,NA
2798,male,NA
2799,male,NA
2800,male,NA
2801,male,NA
2802,male,NA
2803,male,NA
2804,male,NA
2805,male,NA
2806,male,NA
2807,male,NA
2808,female,NA
2809,male,NA
2810,male,NA
2811,male,NA
2812,female,NA
2813,male,NA
2814,male,NA
2815,male,NA
2816,male,NA
2817,male,NA
2818,male,NA
2819,male,NA
2820,male,NA
2821,male,NA
2822,male,NA
2823,male,NA
2824,male,NA
2825,male,NA
2826,male,NA
2827,female,NA
2828,male,NA
2829,male,NA
2830,male,NA
2831,male,NA
2832,male,NA
2833,male,07
2834,male,NA
2835,male,NA
2836,male,NA
2837,male,NA
2839,male,NA
2840,male,NA
2841,male,NA
2842,male,NA
2843,male,NA
2844,male,NA
2845,male,NA
2846,female,NA
2847,male,NA
2848,male,NA
2849,female,NA
2850,male,NA
2851,male,NA
2852,male,NA
2853,male,NA
2854,male,NA
2855,male,NA
2856,male,NA
2857,male,NA
2858,male,NA
2859,male,NA
2860,male,NA
2861,male,NA
2862,male,NA
2863,male,NA
2864,male,NA
2865,male,NA
2866,male,NA
2867,male,NA
2868,male,NA
2869,male,NA
2870,male,NA
2871,male,NA
2872,male,NA
2873,male,NA
2874,male,NA
2875,male,NA
2876,male,NA
2878,male,NA
2879,male,NA
2880,male,NA
2881,male,NA
2882,male,NA
2883,male,NA
2884,female,NA
2885,male,NA
2886,male,NA
2887,male,NA
2888,male,NA
2889,male,NA
2890,male,NA
2891,male,NA
2892,male,NA
2893,male,NA
2894,male,NA
2895,male,NA
2896,female,NA
2897,male,NA
2898,male,NA
2899,male,NA
2900,male,NA
2901,female,NA
2902,male,NA
2903,male,NA
2904,male,NA
2905,male,NA
2906,male,NA
2907,male,NA
2908,male,NA
2909,male,NA
2910,male,NA
2911,female,NA
2912,male,NA
2913,female,NA
2914,male,NA
2915,male,NA
2916,male,NA
2917,female,NA
2918,male,NA
2919,male,NA
2920,female,NA
2921,male,NA
2922,male,NA
2923,male,NA
2924,male,NA
2925,female,NA
2926,male,NA
2927,male,NA
2928,male,NA
2929,male,NA
2930,male,NA
2931,male,NA
2932,male,NA
2933,male,NA
2934,male,NA
2935,male,NA
2936,male,NA
2937,male,NA
2938,male,NA
2939,male,NA
2940,male,NA
2941,male,NA
2942,male,NA
2943,male,NA
2944,male,NA
2945,male,NA
2946,male,NA
2947,male,NA
2948,male,NA
2949,female,NA
2950,male,NA
2951,male,NA
2952,male,NA
2953,male,NA
2954,male,NA
2955,male,NA
2956,male,NA
2957,female,NA
2958,male,NA
2959,male,NA
2960,male,NA
2961,female,NA
2962,male,NA
2963,male,NA
2964,male,NA
2965,male,NA
2966,male,NA
2967,male,NA
2968,male,NA
2969,male,NA
2970,female,NA
2971,female,10
2972,male,NA
2973,female,NA
2974,female,NA
2975,male,NA
2976,male,NA
2977,male,NA
2978,male,09
2979,male,NA
2980,male,NA
2981,male,NA
2982,male,NA
2983,male,NA
2984,male,NA
2985,male,NA
2986,male,NA
2987,male,NA
2988,male,NA
2989,male,NA
2990,female,NA
2991,male,NA
2992,male,NA
2993,male,NA
2994,male,NA
2995,male,NA
2996,male,NA
2997,male,NA
2998,male,NA
2999,male,NA
3022,male,NA
3023,male,NA
3024,female,NA
3025,male,NA
3026,male,NA
3027,male,NA
3028,male,NA
3029,male,NA
3030,male,NA
3031,male,NA
3032,male,NA
3033,male,NA
3034,female,NA
3035,male,NA
3036,male,NA
3037,male,NA
3038,male,NA
3039,male,NA
3040,male,NA
3041,male,NA
3042,male,NA
3043,male,NA
3044,male,NA
3045,male,NA
3046,male,NA
3047,male,NA
3048,female,NA
3049,male,NA
3050,male,NA
3051,male,NA
3052,male,NA
3053,male,NA
3054,male,NA
3055,male,NA
3056,male,NA
3057,male,NA
3058,male,NA
3059,male,NA
3060,male,NA
3061,male,NA
3062,male,NA
3063,male,NA
3064,male,NA
3065,male,NA
3066,male,NA
3067,male,NA
3068,male,NA
3069,male,NA
3070,male,NA
3071,male,NA
3072,male,NA
3073,male,NA
3074,male,NA
3075,male,NA
3076,male,NA
3077,male,NA
3078,male,NA
3079,male,NA
3080,male,NA
3081,female,NA
3082,male,NA
3083,male,NA
3084,male,NA
3085,male,NA
3086,male,NA
3087,female,NA
3088,male,NA
3089,male,NA
3090,male,NA
3091,male,NA
3092,male,NA
3093,male,NA
3094,male,NA
3095,male,NA
3096,male,NA
3097,male,NA
3098,male,NA
3099,male,NA
3100,male,NA
3101,male,NA
3102,male,NA
3103,male,NA
3104,male,NA
3105,male,NA
3106,male,NA
3107,male,NA
3108,male,NA
3110,male,NA
3111,male,NA
3112,male,NA
3113,male,NA
3114,male,NA
3115,male,NA
3116,male,NA
3117,male,NA
3118,male,NA
3119,male,NA
3120,male,NA
3121,male,NA
3122,male,NA
3123,male,NA
3124,male,NA
3125,male,NA
3126,male,NA
3127,male,NA
3128,male,NA
3129,male,NA
3130,female,NA
3131,male,NA
3132,male,NA
3133,male,NA
3134,male,NA
3135,male,NA
3136,male,NA
3137,male,NA
3138,male,NA
3139,male,NA
3140,male,NA
3141,male,NA
3142,male,NA
3143,male,NA
3144,male,NA
3145,male,NA
3146,male,NA
3147,male,NA
3148,male,NA
3149,male,NA
3150,male,NA
3151,male,NA
3152,male,NA
3153,female,NA
3154,male,NA
3155,male,NA
3156,male,NA
3157,male,NA
3158,male,NA
3159,male,NA
3160,male,NA
3161,male,NA
3162,female,NA
3163,male,NA
3164,male,NA
3165,male,NA
3166,male,NA
3167,male,NA
3168,male,NA
3169,male,NA
3170,male,NA
3171,male,NA
3172,male,NA
3173,male,NA
3174,male,NA
3175,male,NA
3176,female,NA
3177,male,NA
3178,male,NA
3179,male,NA
3180,male,NA
3181,male,NA
3182,male,NA
3183,male,NA
3184,male,NA
3185,male,NA
3186,male,NA
3187,male,NA
3188,male,NA
3189,male,NA
3190,male,NA
3191,male,NA
3192,male,NA
3193,male,NA
3194,female,NA
3195,male,NA
3196,female,NA
3197,male,NA
3198,male,NA
3199,female,NA
3200,female,NA
3201,male,NA
3202,male,NA
3203,male,NA
3204,male,NA
3205,male,NA
3206,male,NA
3207,male,NA
3208,male,NA
3209,male,NA
3210,male,NA
3211,male,NA
3212,male,NA
3213,male,NA
3214,male,NA
3215,male,NA
3216,female,NA
3217,male,NA
3218,female,NA
3219,male,NA
3220,male,NA
3221,male,NA
3222,male,NA
3223,male,NA
3224,male,NA
3225,female,NA
3226,male,NA
3227,female,NA
3228,male,NA
3229,male,NA
3230,male,NA
3231,male,NA
3232,male,NA
3233,female,NA
3234,male,NA
3235,male,NA
3236,male,NA
3237,male,NA
3238,male,NA
3239,male,NA
3240,male,NA
3241,male,NA
3242,male,NA
3243,male,NA
3244,female,NA
3245,female,NA
3246,male,NA
3247,male,NA
3248,male,NA
3249,male,NA
3250,male,NA
3251,male,NA
3252,male,NA
3253,male,NA
3254,male,NA
3255,male,NA
3256,male,NA
3257,male,NA
3258,male,NA
3259,male,NA
3260,male,NA
3261,male,NA
3262,male,NA
3263,male,NA
3264,male,NA
3265,male,NA
3266,male,NA
3267,male,NA
3268,male,NA
3269,male,NA
3270,female,NA
3271,male,NA
3272,male,NA
3273,male,NA
3274,male,NA
3275,male,NA
3276,male,NA
3277,male,NA
3278,male,NA
3279,male,NA
3280,male,NA
.,male,NA
3281,male,NA
3282,female,NA
3283,male,NA
3284,male,NA
3285,male,NA
3286,male,NA
3287,male,NA
3288,male,NA
3289,male,NA
3290,male,NA
3291,male,NA
3292,male,NA
3293,male,NA
3294,male,NA
3295,male,NA
3296,male,NA
3297,male,NA
3298,male,NA
3299,male,NA
3300,male,NA
3301,male,NA
3302,male,NA
3303,male,NA
3304,male,NA
3305,male,NA
3306,male,NA
3307,male,NA
3308,male,NA
3309,male,NA
3310,male,NA
3311,male,NA
3312,female,NA
3313,male,NA
3314,male,NA
3315,male,NA
3316,male,NA
3317,male,NA
3318,male,NA
3319,male,NA
3320,male,NA
3321,female,NA
3322,male,NA
3323,female,NA
3324,male,NA
3325,male,NA
3326,male,NA
3327,male,NA
3328,male,NA
3329,male,NA
3330,male,NA
3331,male,NA
3332,male,NA
3333,female,NA
3334,female,NA
3335,male,NA
3336,male,NA
3337,male,NA
3338,male,NA
3339,male,NA
3340,male,NA
3341,male,NA
3342,male,NA
3343,male,NA
3345,male,NA
3346,male,NA
3347,male,NA
3348,male,NA
3349,male,NA
3350,male,NA
3351,male,NA
3352,male,NA
3353,male,NA
3354,male,NA
3355,male,NA
3356,male,NA
3357,male,NA
3358,male,NA
3359,male,NA
3360,female,NA
3361,male,NA
3362,male,NA
3363,male,NA
3364,male,NA
3365,female,NA
3366,male,NA
3367,male,NA
3368,male,NA
3369,male,NA
3370,male,NA
3371,male,NA
3372,male,NA
3373,male,NA
3374,male,NA
3375,male,NA
3376,male,NA
3377,male,NA
3378,female,NA
3379,male,NA
3380,male,NA
3381,male,NA
3382,male,NA
3383,male,NA
3384,male,NA
3385,male,NA
3386,male,NA
3387,male,NA
3388,male,NA
3389,male,NA
3390,male,NA
3391,male,NA
3392,male,NA
3393,male,NA
3394,female,NA
3395,male,NA
3396,male,NA
3397,male,NA
3398,male,NA
3399,male,NA
3400,male,NA
3401,male,NA
3402,male,NA
3403,male,NA
3404,male,NA
3405,male,NA
3406,male,NA
3407,male,NA
3408,male,NA
3409,male,NA
3410,male,NA
3411,male,NA
3412,male,NA
3413,male,NA
3414,male,NA
3415,male,NA
3416,male,NA
3417,male,NA
3418,male,NA
3419,male,NA
3420,male,NA
3421,male,NA
3422,male,NA
3423,male,NA
3424,male,NA
3425,male,NA
3426,male,NA
3427,male,NA
3428,male,NA
3429,male,NA
3430,male,NA
3431,male,NA
3432,male,NA
3433,male,NA
3434,male,NA
3435,male,NA
3436,male,NA
3437,male,NA
3438,male,NA
3439,male,NA
3440,male,NA
3441,male,NA
3442,male,NA
3443,male,NA
3444,male,NA
3445,male,NA
3447,male,NA
3448,male,NA
3449,male,NA
3450,male,NA
3451,male,NA
3452,male,NA
3453,male,NA
3454,male,NA
3455,male,NA
3456,male,NA
3457,male,NA
3458,male,NA
3459,male,NA
3460,male,NA
3461,male,NA
3462,male,NA
3463,male,NA
3464,male,NA
3465,male,NA
3466,male,NA
3468,male,NA
3469,male,NA
3470,male,NA
3471,male,NA
3472,male,NA
3473,male,NA
3474,male,NA
3475,male,NA
3476,male,NA
3477,male,NA
3478,female,NA
3479,male,NA
3480,male,NA
3481,male,NA
3482,male,NA
3483,male,NA
3484,male,NA
3485,male,NA
3486,male,NA
3487,male,NA
3488,male,NA
3489,male,NA
3490,male,NA
3491,male,NA
3492,male,NA
3493,male,NA
3494,male,NA
3495,male,NA
3496,male,NA
3497,male,NA
3498,male,NA
3499,male,NA
3500,male,NA
3501,male,NA
3502,male,NA
3503,male,NA
3504,male,NA
3505,male,NA
3506,male,NA
3507,male,NA
3508,male,NA
3509,male,NA
3510,male,NA
3511,male,NA
3512,male,NA
3513,male,NA
3514,male,NA
3515,male,NA
3516,male,NA
3517,female,NA
3518,male,NA
3519,male,NA
3520,male,NA
3521,male,NA
3522,male,NA
3523,male,NA
3524,male,NA
3525,male,NA
3526,male,11
3527,male,NA
3528,male,NA
3529,male,NA
3530,male,NA
3531,male,NA
3532,male,NA
3533,male,NA
3534,male,NA
3535,male,NA
3536,male,NA
3537,male,NA
3538,male,NA
3539,male,04
3540,male,NA
3541,female,NA
3542,male,NA
3543,male,NA
3544,male,NA
3545,male,NA
3546,male,NA
3547,male,NA
3548,male,NA
3549,male,NA
3550,male,NA
3551,male,NA
3552,male,NA
3553,male,NA
3554,male,NA
3555,male,NA
3556,male,NA
3557,male,NA
3558,male,NA
3559,male,NA
3560,male,NA
3561,male,NA
3562,male,NA
3563,male,NA
3564,male,NA
3565,male,NA
3566,male,NA
3567,male,NA
3568,male,NA
3569,male,NA
3570,female,NA
3571,female,NA
3572,male,NA
3573,male,NA
3574,male,NA
3575,male,NA
3576,male,NA
3577,male,NA
3578,male,NA
3579,male,NA
3580,male,NA
3581,male,NA
3582,male,NA
3583,male,NA
3584,male,NA
3585,male,NA
3586,male,NA
3587,male,NA
3588,male,NA
3589,male,NA
3590,male,NA
3591,male,NA
3592,male,NA
3593,male,NA
3594,male,NA
3595,male,NA
3596,male,NA
3597,male,NA
3598,male,NA
3599,male,NA
3600,male,NA
3601,male,NA
3602,male,NA
3603,male,NA
3604,male,NA
3605,male,NA
3606,male,NA
3607,male,NA
3608,male,NA
3609,male,NA
3610,male,NA
3611,male,NA
3612,male,NA
3613,male,NA
3614,male,NA
3615,male,NA
3616,male,NA
3617,male,NA
3618,male,NA
3619,male,NA
3620,male,NA
3621,male,NA
3622,male,NA
3623,male,NA
3624,male,NA
3625,male,NA
3626,male,NA
3627,male,NA
3628,male,NA
3629,male,NA
3630,male,NA
3631,male,NA
3632,male,NA
3633,male,NA
3634,male,NA
3635,male,NA
3636,male,NA
