swab_id,zoo_load_100,log10_1
1137,        00.00,00.000000
1138,        00.00,00.000000
1139,        00.00,00.000000
1140,        00.00,00.000000
1141,        00.00,00.000000
1142,        00.00,00.000000
1143,        00.00,00.000000
1144,        00.00,00.000000
1145,        00.00,00.000000
1146,        00.00,00.000000
1147,        00.00,00.000000
1148,        00.00,00.000000
1149,        00.00,00.000000
1150,        00.00,00.000000
1151,        00.00,00.000000
1152,        00.00,00.000000
1154,        00.00,00.000000
1155,        00.00,00.000000
1156,        00.00,00.000000
1157,        00.00,00.000000
1158,        00.00,00.000000
1159,        00.00,00.000000
1160,        00.00,00.000000
1161,     2933.50,03.467534
1162,        00.00,00.000000
1163,        00.00,00.000000
1164,        00.00,00.000000
1165,        00.00,00.000000
1166,        00.00,00.000000
1167,        00.00,00.000000
1168,        00.00,00.000000
1169,        00.00,00.000000
1170,        00.00,00.000000
1171,      340.20,02.533009
1172,      977.20,02.990428
1173,        00.00,00.000000
1174,        00.00,00.000000
1175,        00.00,00.000000
1176,        00.00,00.000000
1177,        00.00,00.000000
1178,        00.00,00.000000
1179,        00.00,00.000000
1180,        00.00,00.000000
1181,        00.00,00.000000
1182,        00.00,00.000000
1183,        00.00,00.000000
1184,        00.00,00.000000
1185,        00.00,00.000000
1186,        00.00,00.000000
1187,        00.00,00.000000
1188,        00.00,00.000000
1189,        00.00,00.000000
1190,        00.00,00.000000
1191,        00.00,00.000000
1192,        00.00,00.000000
1193,        00.00,00.000000
1194,        00.00,00.000000
1195,        00.00,00.000000
1196,        00.00,00.000000
1197,        00.00,00.000000
1198,        00.00,00.000000
1199,        00.00,00.000000
1200,        00.00,00.000000
1201,        00.00,00.000000
1202,        00.00,00.000000
1203,        00.00,00.000000
1204,        00.00,00.000000
1205,        00.00,00.000000
1206,        00.00,00.000000
1207,        00.00,00.000000
1208,        00.00,00.000000
1209,        00.00,00.000000
1210,        00.00,00.000000
1211,   283638.00,05.452766
1212,   278070.00,05.444156
1213,    20526.80,04.312342
1214,    18729.70,04.272554
1215,     9692.70,03.986490
1216,     2853.80,03.455576
1217,     1360.40,03.133986
1218,     1084.10,03.035470
1219,       53.70,01.737987
1220,        00.00,00.000000
1221,      635.80,02.804003
1222,      128.70,02.112940
1223,      198.90,02.300813
1224,     1508.90,03.178948
1225,     7539.70,03.877412
1226,     3444.70,03.537277
1227,      202.70,02.308991
1228,        00.00,00.000000
1229,        00.00,00.000000
1230,      161.38,02.210542
1231,        00.00,00.000000
1232,        00.00,00.000000
1233,        00.00,00.000000
1234,      636.64,02.804575
1235,        00.00,00.000000
1236,        00.00,00.000000
1237,        00.00,00.000000
1238,        00.00,00.000000
1239,      157.62,02.200371
1240,        00.00,00.000000
1241,        00.00,00.000000
1242,        00.00,00.000000
1243,        00.00,00.000000
1244,        00.00,00.000000
1245,        00.00,00.000000
1246,        00.00,00.000000
1247,        00.00,00.000000
1248,       58.29,01.772991
1249,        00.00,00.000000
1250,        00.00,00.000000
1251,        00.00,00.000000
1252,        00.00,00.000000
1253,        00.00,00.000000
1254,       49.67,01.704788
1255,   150555.11,05.177698
1256,     1483.31,03.171524
1257,      468.40,02.671547
1258,      320.17,02.506734
1259,       55.28,01.750384
1260,     2745.84,03.438834
1261,        00.00,00.000000
1262,       73.71,01.873385
1263,      542.29,02.735033
1264,        00.00,00.000000
1265,       84.54,01.932182
1266,        00.00,00.000000
1267,        00.00,00.000000
1268,      313.25,02.497269
1269,    65755.47,04.817939
1270,     7562.27,03.878710
1271,        00.00,00.000000
1272,        00.00,00.000000
1273,   156326.71,05.194036
1274,      214.93,02.334321
1275,        00.00,00.000000
1276,        00.00,00.000000
1277,        00.00,00.000000
.,NA,NA
1278,        00.00,00.000000
1279,        00.00,00.000000
1280,      134.00,02.130348
1281,        00.00,00.000000
1282,        00.00,00.000000
1283,        00.00,00.000000
1284,    11050.97,04.043440
1285,       76.72,01.890519
1286,        00.00,00.000000
1287,        00.00,00.000000
1288,  1177596.78,06.070997
1289,     7007.97,03.845654
1290,        00.00,00.000000
1291,      141.31,02.153239
1292,        00.00,00.000000
1293,    95872.52,04.981699
1294,    10754.01,04.031611
1295,        00.00,00.000000
1296,      546.57,02.738440
1297,        00.00,00.000000
1298,       80.24,01.909760
1299,        00.00,00.000000
1300,       53.62,01.737377
1301,        00.00,00.000000
1302,        00.00,00.000000
1303,      208.27,02.320709
1304,    41434.97,04.617378
1305,        00.00,00.000000
1306,        00.00,00.000000
1307,        00.00,00.000000
1308,        00.00,00.000000
1309,        00.00,00.000000
1310,        00.00,00.000000
1311,       46.66,01.678127
1312,        00.00,00.000000
1313,        01.47,00.392547
1314,      207.81,02.319755
1315,        00.00,00.000000
1316,    22560.19,04.353362
1317,      796.70,02.901838
1318,       71.41,01.859819
1319,        00.00,00.000000
1320,     2723.82,03.435338
1321,        00.00,00.000000
1322,       38.63,01.598030
1323,      147.91,02.172937
1324,      232.14,02.367620
1325,    14309.66,04.155660
1326,        00.00,00.000000
1327,  4426895.70,06.646099
1328,        00.00,00.000000
1329,        00.00,00.000000
1330,        00.00,00.000000
1331,        00.00,00.000000
1332,        00.00,00.000000
1333,     2472.67,03.393342
1334,    10650.19,04.027398
1335,        00.00,00.000000
1336,   394139.70,05.595651
1337,       17.52,01.267681
1338,        00.00,00.000000
1339,    64290.10,04.808151
1340,   106376.44,05.026850
1341,      221.52,02.347364
1342,        00.00,00.000000
1343,   146109.96,05.164683
1344,  1014736.04,06.006354
1345,   410502.10,05.613316
1346,  6569486.72,06.817532
1347,  1600689.16,06.204307
1348,  8546991.41,06.931813
1349,   252918.16,05.402982
1350,   136439.07,05.134942
1351,     1376.73,03.139165
1352,  5527465.23,06.742526
1353,    29649.47,04.472032
1354,    26349.96,04.420796
1355,    51209.70,04.709361
1356,     2950.97,03.470112
1357,   644590.23,05.809284
1358,    52201.20,04.717689
1359,      415.90,02.620036
1360,     1981.30,03.297168
1361,        00.00,00.000000
1362,        00.00,00.000000
1363,        00.00,00.000000
1364,      614.48,02.789211
1365,     1009.12,03.004372
1366,       69.70,01.849391
1367,        00.00,00.000000
1368,        00.00,00.000000
1369,      278.91,02.447018
1370,      120.95,02.086175
1371,        00.00,00.000000
1372,        00.00,00.000000
1373, 16287253.13,07.211848
1374,   627459.42,05.797586
1375,   208134.28,05.318346
1376,   248206.10,05.394814
1377,      382.29,02.583524
1378,     2567.88,03.409744
1379,        00.00,00.000000
1380,        00.00,00.000000
1381,        00.00,00.000000
1382,        00.00,00.000000
1383,      302.21,02.481742
1384,     1347.45,03.129835
1385,      154.27,02.191094
1386,      293.16,02.468579
1387,     1892.88,03.277353
1388,      459.68,02.663397
1389,     1385.39,03.141884
1390,      359.45,02.556839
1391,        00.00,00.000000
1392,  1805438.28,06.256583
1393,     9601.29,03.982375
1394,     1157.88,03.064037
1395,      732.90,02.865637
1396,  2159325.98,06.334318
1397,     2596.97,03.414634
1398,        00.00,00.000000
1399,        00.00,00.000000
1400,        00.00,00.000000
1401,        00.00,00.000000
1402,        00.00,00.000000
1403,        00.00,00.000000
1404,        00.00,00.000000
1405,        00.00,00.000000
1406,        00.00,00.000000
1407,        00.00,00.000000
1408,        00.00,00.000000
1409,        00.00,00.000000
1410,       82.68,01.922642
1411,        00.00,00.000000
1412,    30387.36,04.482707
1413,     5357.26,03.729024
1414,        00.00,00.000000
1415,        00.00,00.000000
1416,        00.00,00.000000
1417,        00.00,00.000000
1418,        00.00,00.000000
1419,        00.00,00.000000
1420,        00.00,00.000000
1421,        00.00,00.000000
1422,        00.00,00.000000
1423,        00.00,00.000000
1424,        00.00,00.000000
1425,        00.00,00.000000
1426,        00.00,00.000000
1427,        00.00,00.000000
1428,        00.00,00.000000
1429,    14183.66,04.151819
1430,     1392.31,03.144048
1431,        00.00,00.000000
1432,        00.00,00.000000
1433,      443.37,02.647749
1434,      126.82,02.106613
1435,        00.00,00.000000
1436,   347038.65,05.540379
1437,        00.00,00.000000
1438,        00.00,00.000000
1439,      707.21,02.850160
1440,        00.00,00.000000
1441,        00.00,00.000000
1442,      152.71,02.186699
1443,      258.82,02.414676
1444,        00.00,00.000000
1445,        00.00,00.000000
1446,        00.00,00.000000
1447,      478.23,02.680548
1448,    52912.76,04.723569
1449,      275.09,02.441058
1450,     1318.89,03.120537
1451,   860134.67,05.934567
1452,    51974.60,04.715800
1453,        00.00,00.000000
1454,        00.00,00.000000
1455,   869597.36,05.939319
1456,   293378.69,05.467430
1457,        00.00,00.000000
1458,        00.00,00.000000
1459,      123.81,02.096232
1460,        00.00,00.000000
1461,        00.00,00.000000
1462,      268.57,02.430672
1463,        00.00,00.000000
1464,        00.00,00.000000
1465,        00.00,00.000000
1466,        00.00,00.000000
1467,   146500.88,05.165843
1468,     1711.55,03.233644
1469,        00.00,00.000000
1470,        00.00,00.000000
1471,        00.00,00.000000
1472,        00.00,00.000000
1473,        00.00,00.000000
1474,        00.00,00.000000
1475,        00.00,00.000000
1476,   492309.08,05.692239
1477,        00.00,00.000000
1478,     1285.28,03.109336
1479,     1266.68,03.103008
1480,      464.46,02.667880
1481,        00.00,00.000000
1482,        00.00,00.000000
1483,        00.00,00.000000
1484,   194812.83,05.289620
1485,      965.86,02.985362
1486,NA,NA
1487,NA,NA
1488,      851.50,02.930694
1489,   884140.00,05.946522
1490,      175.40,02.246499
1491,     9643.80,03.984293
1492,        00.00,00.000000
1493,        00.00,00.000000
1494,        00.00,00.000000
1495,        00.00,00.000000
1496,      278.30,02.446071
1497,        00.00,00.000000
1498,        00.00,00.000000
1499,      138.30,02.143951
1500,   128875.00,05.110172
1501,     1373.60,03.138176
1502,      130.40,02.118595
1503,      140.10,02.149527
1504,        00.00,00.000000
1505,       42.10,01.634477
1506,        00.00,00.000000
1507,   111495.00,05.047259
1508,     2660.80,03.425175
1509,      599.50,02.778513
1510,      155.70,02.195069
1511,        00.00,00.000000
1512,        00.00,00.000000
1513,        00.00,00.000000
1514,        00.00,00.000000
1515,        00.00,00.000000
1516,      133.10,02.127429
1517,        00.00,00.000000
1518,        00.00,00.000000
1519,        00.00,00.000000
1520,        00.00,00.000000
1521,      558.70,02.747955
1522,        00.00,00.000000
1523,        00.00,00.000000
1524,        00.00,00.000000
1525,        00.00,00.000000
1526,        00.00,00.000000
1527,      152.81,02.186980
1528,        00.00,00.000000
1529,   334426.95,05.524303
1530,        00.00,00.000000
1531,        00.00,00.000000
1532,    56684.00,04.753468
1533,        00.00,00.000000
1534,        00.00,00.000000
1535,       69.62,01.848949
1536,        00.00,00.000000
1537,        00.00,00.000000
1538,      150.39,02.180092
1539,      152.70,02.186661
1540,        00.00,00.000000
1541,        00.00,00.000000
1542,        00.00,00.000000
1543,       88.30,01.950851
1544,        00.00,00.000000
1545,        00.00,00.000000
1546,        00.00,00.000000
1547,        00.00,00.000000
1548,        00.00,00.000000
1549,        00.00,00.000000
1550,        00.00,00.000000
1551,        00.00,00.000000
1552,        00.00,00.000000
1553,        00.00,00.000000
1554,       66.01,01.826154
1555,        00.00,00.000000
1556,        00.00,00.000000
1557,        00.00,00.000000
1558,        00.00,00.000000
1559,        00.00,00.000000
1560,        00.00,00.000000
1561,        00.00,00.000000
1562,   455706.40,05.658686
1563,  5921988.28,06.772468
1564,    76709.59,04.884855
1565,     2844.78,03.454202
1566,  2423913.87,06.384517
1567,    18075.21,04.257107
1568,    12516.81,04.097528
1569,     2194.87,03.341607
1570,       97.35,01.992783
1571,        00.00,00.000000
1572,        00.00,00.000000
1573,        00.00,00.000000
1574,      350.70,02.546167
1575,        00.00,00.000000
1576,        00.00,00.000000
1577,        00.00,00.000000
1578,      314.06,02.498395
1579,        00.00,00.000000
1580,   210298.85,05.322839
1581,     2182.75,03.339203
1582,      390.07,02.592257
1583,        00.00,00.000000
1584,        00.00,00.000000
1585,        00.00,00.000000
1586,        00.00,00.000000
1587,        00.00,00.000000
1588,        00.00,00.000000
1589,        00.00,00.000000
1590,        00.00,00.000000
1591,        00.00,00.000000
1592,      145.24,02.165073
1593,        00.00,00.000000
1594,        00.00,00.000000
1595,        00.00,00.000000
1596,        00.00,00.000000
1597,        00.00,00.000000
1598,   417100.39,05.620242
1599,      393.70,02.596262
1600,        00.00,00.000000
1601,        00.00,00.000000
1602,        00.00,00.000000
1603,        00.00,00.000000
1604,    28432.97,04.453837
1605,     2766.12,03.442029
1606,      306.53,02.487887
1607,      226.85,02.357653
1608,        00.00,00.000000
1609,        00.00,00.000000
1610,        00.00,00.000000
1611,        00.00,00.000000
1612,      379.87,02.580775
1613,        00.00,00.000000
1614,        00.00,00.000000
1615,      198.05,02.298959
1616,401912400.00,08.604131
1617,  1818873.44,06.259803
1618,   789149.56,05.897160
1619,   338214.43,05.529193
1620,   137021.22,05.136791
1621,    46863.85,04.670847
1622,     7232.06,03.859322
1623,        00.00,00.000000
1624,        00.00,00.000000
1625,      579.61,02.763884
1626,      604.65,02.782222
1627,      539.19,02.732546
1628,      177.05,02.250538
1629,      466.51,02.669787
1630,       53.40,01.735622
1631,      818.13,02.913355
1632,      313.37,02.497441
1633,      236.65,02.375945
1634,      389.90,02.592068
1635,        00.00,00.000000
1636,        00.00,00.000000
1637,      353.01,02.549021
1638,      496.73,02.696993
1639,        00.00,00.000000
1640,       82.65,01.922487
1641,      107.95,02.037239
1642,        00.00,00.000000
1643,        00.00,00.000000
1644,        00.00,00.000000
1645,      200.38,02.304017
1646,       71.59,01.860906
1647,        00.00,00.000000
1648,        00.00,00.000000
1649,NA,NA
1650,        00.00,00.000000
1651,     1422.46,03.153345
1652,        00.00,00.000000
1653,        00.00,00.000000
1654,        00.00,00.000000
1655,        00.00,00.000000
1656,        00.00,00.000000
1658,        00.00,00.000000
1659,        00.00,00.000000
1660,        00.00,00.000000
1661,        00.00,00.000000
1662,    60251.92,04.779978
1663,     1561.12,03.193714
1664,        00.00,00.000000
1665,       60.33,01.787685
1666,        00.00,00.000000
1667,       72.09,01.863854
1668,        00.00,00.000000
1669,        00.00,00.000000
1670,        00.00,00.000000
1672,        00.00,00.000000
1673,     5350.77,03.728498
1674,        00.00,00.000000
1675,        00.00,00.000000
1676,        00.00,00.000000
1677,        00.00,00.000000
1678,      878.92,02.944441
1679,        00.00,00.000000
1680,      102.09,02.013210
1681,        00.00,00.000000
1682,        00.00,00.000000
1683,        00.00,00.000000
1684,        00.00,00.000000
1685,    64755.61,04.811284
1686,        00.00,00.000000
1687,        00.00,00.000000
1688,    21131.10,04.324943
1689,    12724.94,04.104690
1690,      417.98,02.622194
1691,        00.00,00.000000
1692,      124.94,02.100161
1693,        00.00,00.000000
1694,      431.74,02.636228
1695,        00.00,00.000000
1696,        00.00,00.000000
1697,        00.00,00.000000
1698,        00.00,00.000000
1699,        00.00,00.000000
1700,        00.00,00.000000
1701,        00.00,00.000000
1702,        00.00,00.000000
1703,        00.00,00.000000
1704,        00.00,00.000000
1705,        00.00,00.000000
1706,        00.00,00.000000
1707,        00.00,00.000000
1708,        00.00,00.000000
1709,        00.00,00.000000
1710,        00.00,00.000000
1711,        00.00,00.000000
1712,        00.00,00.000000
1713,       53.77,01.738535
1714,        00.00,00.000000
1715,        00.00,00.000000
1716,        00.00,00.000000
1717,        00.00,00.000000
1718,        00.00,00.000000
1719,        00.00,00.000000
1720,        00.00,00.000000
1721,        00.00,00.000000
1722,      126.41,02.105189
1723,        00.00,00.000000
1724,        00.00,00.000000
1725,        00.00,00.000000
1726,        00.00,00.000000
1727,        00.00,00.000000
1728,        00.00,00.000000
1729,        00.00,00.000000
1730,        00.00,00.000000
1731,        00.00,00.000000
1732,        00.00,00.000000
1733,        00.00,00.000000
1734,        00.00,00.000000
1735,        00.00,00.000000
1736,        00.00,00.000000
1737,        00.00,00.000000
1738,        00.00,00.000000
1739,     1185.20,03.074158
1740,        00.00,00.000000
1741,        00.00,00.000000
1742,    15287.60,04.184368
1743,        00.00,00.000000
1744,        00.00,00.000000
1745,        00.00,00.000000
1746,        00.00,00.000000
1747,        00.00,00.000000
1748,        00.00,00.000000
1749,        00.00,00.000000
1750,        00.00,00.000000
1751,        00.00,00.000000
1752,        00.00,00.000000
1753,        00.00,00.000000
1754,        00.00,00.000000
1755,        00.00,00.000000
1756,        00.00,00.000000
1757,   191669.00,05.282554
1758,     5966.10,03.775763
1759,      182.80,02.264346
1760,        00.00,00.000000
1761,        00.00,00.000000
1762,        00.00,00.000000
1763,        00.00,00.000000
1764,    30642.80,04.486343
1765,     9850.90,03.993520
1766,      826.30,02.917663
1767,     1769.60,03.248120
1768,        00.00,00.000000
1769,        00.00,00.000000
1770,     1432.50,03.156398
1771,        00.00,00.000000
1772,        00.00,00.000000
1773,        00.00,00.000000
1774,    59907.30,04.777487
1775,        00.00,00.000000
1776,     1010.30,03.004880
1777,        00.00,00.000000
1778,        00.00,00.000000
1779,        00.00,00.000000
1780,        00.00,00.000000
1781,        00.00,00.000000
1782,        00.00,00.000000
1783,        00.00,00.000000
1784,        00.00,00.000000
1785,    11809.50,04.072268
1786,    75523.30,04.878087
1787,      582.40,02.765966
1788,        00.00,00.000000
1789,      817.10,02.912806
1790,        00.00,00.000000
1791,      219.80,02.343999
1792,        00.00,00.000000
1793,      467.20,02.670431
1794,      303.70,02.483872
1795,     9784.30,03.990574
1796,        00.00,00.000000
1797,    60510.10,04.781835
1798,    93217.60,04.969503
1799,     9388.80,03.972656
1800,     2981.40,03.474566
1801,    10212.10,04.009158
1802,        00.00,00.000000
1803,        00.00,00.000000
1804,        00.00,00.000000
1805,        00.00,00.000000
1806,        00.00,00.000000
1807,        00.00,00.000000
1808,        00.00,00.000000
1809,        00.00,00.000000
1810,        00.00,00.000000
1811,        00.00,00.000000
1812,        00.00,00.000000
1813,        00.00,00.000000
1814,     2600.00,03.415140
1815,        00.00,00.000000
1816,        00.00,00.000000
1817,        00.00,00.000000
1818,        00.00,00.000000
1819,        00.00,00.000000
1820,        00.00,00.000000
1821,        00.00,00.000000
1822,        00.00,00.000000
1823,    10924.00,04.038421
1824,       24.80,01.411620
1825,   101671.00,05.007201
1826,        00.00,00.000000
1827,        00.00,00.000000
1828,        00.00,00.000000
1829,        00.00,00.000000
1830,        00.00,00.000000
1831,        00.00,00.000000
1832,        00.00,00.000000
1833,        00.00,00.000000
1834,        00.00,00.000000
1835,       75.40,01.883093
1836,        00.00,00.000000
1837,        00.00,00.000000
1838,        00.00,00.000000
1839,        00.00,00.000000
1840,        00.00,00.000000
1841,        00.00,00.000000
1842,        00.00,00.000000
1843,      348.50,02.543447
1844,        00.00,00.000000
1845,        00.00,00.000000
1846,        00.00,00.000000
1847,        00.00,00.000000
1848,  1491504.00,06.173625
1849,        00.00,00.000000
1850,        00.00,00.000000
1851,        00.00,00.000000
1852,        00.00,00.000000
1853,        00.00,00.000000
1854,        00.00,00.000000
1855,        00.00,00.000000
1856,        00.00,00.000000
1857,        00.00,00.000000
1858,        00.00,00.000000
1859,        00.00,00.000000
1860,        00.00,00.000000
1861,  4148503.00,06.617892
1862,    21630.90,04.335095
1863,        00.00,00.000000
1864,        00.00,00.000000
1865,        00.00,00.000000
1866,        00.00,00.000000
1867,        00.00,00.000000
1868,    29077.90,04.463578
1869,    38453.20,04.584944
1870,      362.90,02.560982
1871,        00.00,00.000000
1872,        00.00,00.000000
1873,        00.00,00.000000
1874,  3652728.00,06.562617
1875,        00.00,00.000000
1876,        00.00,00.000000
1877,        00.00,00.000000
1878,        00.00,00.000000
1879,        00.00,00.000000
1880,        00.00,00.000000
1881,        00.00,00.000000
1882,        00.00,00.000000
1883,        00.00,00.000000
1884,        00.00,00.000000
1885,        00.00,00.000000
1886,        00.00,00.000000
1887,        00.00,00.000000
1888,      329.80,02.519566
1889,    48662.80,04.687206
1890,    65964.50,04.819317
1891,        00.00,00.000000
1892,   566787.00,05.753421
1893,    11412.40,04.057415
1894,      528.10,02.723538
1895, 10157534.00,07.006788
1896,      340.30,02.533136
1897,   284264.00,05.453723
1898,     2167.20,03.336099
1899,     1356.40,03.132708
1900,     1575.40,03.197666
1901,      223.30,02.350829
1902,      484.10,02.685831
1903,      293.10,02.468495
1904,        00.00,00.000000
1905,      429.30,02.633771
1906,        00.00,00.000000
1907,      155.90,02.195623
1908,        00.00,00.000000
1909,   272266.00,05.434995
1910,     1547.10,03.189799
1911,      713.70,02.854124
1912,        00.00,00.000000
1913,        00.00,00.000000
1917,        00.00,00.000000
1918,  4607946.48,06.663508
1919,       89.23,01.955335
1920,      191.45,02.284328
1921,        00.00,00.000000
1922,      259.50,02.415815
1923,      234.28,02.371576
1924,   305695.92,05.485291
1925,     1073.93,03.031379
1926,      239.48,02.381076
1927,        00.00,00.000000
1928,      217.39,02.339237
1929,      183.33,02.265597
1930,        00.00,00.000000
1931,        00.00,00.000000
1932,        00.00,00.000000
1933,      209.07,02.322355
1934,       70.55,01.854629
1935,        00.00,00.000000
1936,   101931.36,05.008312
1937,    17926.00,04.253508
1938,     1160.99,03.065203
1939,    25048.91,04.398806
1940,   155059.84,05.190502
1941,     2553.66,03.407333
1942,        00.00,00.000000
1943,        00.00,00.000000
1944,        00.00,00.000000
1945,        00.00,00.000000
1946,        00.00,00.000000
1947,    26854.82,04.429038
1948,        00.00,00.000000
1949,        00.00,00.000000
1950,        00.00,00.000000
1951,NA,NA
1952,    14316.78,04.155876
1953,      322.49,02.509857
1954,      294.60,02.470702
1955,       93.32,01.974606
1956,  1405362.99,06.147789
1957,        00.00,00.000000
1958,      523.54,02.719780
1959,    49924.53,04.698323
1960,     2313.25,03.364410
1961,      176.70,02.249690
1962,    39760.77,04.599466
1963,        00.00,00.000000
1964,        00.00,00.000000
1965,    27174.42,04.434176
1966, 69206850.00,07.840149
1967,  1281145.90,06.107599
1968,   252716.63,05.402636
1969,   137805.77,05.139271
1970,    65750.71,04.817907
1971,    26589.94,04.424734
1972,    19061.96,04.280190
1973,    10631.86,04.026650
1974,    15082.82,04.178511
1975,     2546.47,03.406109
1976,      286.64,02.458848
1978,     1063.83,03.027281
1979,      754.83,02.878426
1980,        00.00,00.000000
1981,        00.00,00.000000
1982,     3582.75,03.554337
1983,     3180.60,03.502646
1984,        00.00,00.000000
1985,   134521.15,05.128794
1986,        00.00,00.000000
1987,      186.42,02.272820
1988,      141.94,02.155164
1989,     4754.42,03.677189
1990,      376.77,02.577230
1991, 11208907.03,07.049563
1992,   278098.90,05.444201
1993,     5391.37,03.731780
1994,     2344.12,03.370165
1995,        00.00,00.000000
1996,     4739.03,03.675781
1997,      392.30,02.594721
1998,        00.00,00.000000
1999,      106.84,02.032793
2000,      180.73,02.259433
2001,    33742.45,04.528190
2002,     3420.20,03.534179
2003,        00.00,00.000000
2004,      114.04,02.060836
2005,        00.00,00.000000
2006,        00.00,00.000000
2007,        00.00,00.000000
2008,        00.00,00.000000
2009,        00.00,00.000000
2010,    35002.76,04.544115
2011,    58911.79,04.770210
2012,        00.00,00.000000
2013, 58522018.75,07.767319
2014,     1292.97,03.111924
2015,     2615.97,03.417799
2016,      382.94,02.584265
2017,      966.44,02.985625
2018,      973.12,02.988611
2019,     2084.08,03.319122
2020,      380.08,02.581018
2021,      278.91,02.447023
2022,      772.40,02.888403
2023,      309.12,02.491532
2024,      207.10,02.318266
2025,      144.68,02.163415
2026,      400.75,02.603959
2027,       78.91,01.902582
2028,      280.01,02.448720
2029,        00.00,00.000000
2030,      185.98,02.271804
2031,        00.00,00.000000
2032,        00.00,00.000000
2033,      129.47,02.115512
2034,        00.00,00.000000
2035,        00.00,00.000000
2036,      137.56,02.141624
2037,       69.50,01.848203
2038,        00.00,00.000000
2039,  1176124.22,06.070454
2040,        00.00,00.000000
2041,        00.00,00.000000
2042,        00.00,00.000000
2043,        00.00,00.000000
2044,        00.00,00.000000
2045,        00.00,00.000000
2046,        00.00,00.000000
2047,        00.00,00.000000
2048,      295.94,02.472672
2049,        00.00,00.000000
2050,        00.00,00.000000
2051,        00.00,00.000000
2052,        00.00,00.000000
2053,        00.00,00.000000
2054,        00.00,00.000000
2055,   123712.79,05.092418
2056,    19161.20,04.282445
2057,    40637.18,04.608934
2058,     1239.59,03.093627
2059,      147.52,02.171779
2060,        00.00,00.000000
2061,        00.00,00.000000
2062,        00.00,00.000000
2063,        00.00,00.000000
2064,        00.00,00.000000
2065,        00.00,00.000000
2066,      149.99,02.178958
2067,     2076.99,03.317643
2068,       94.55,01.980220
2069,        00.00,00.000000
2070,        00.00,00.000000
2071,      184.54,02.268438
2072,        00.00,00.000000
2073,        00.00,00.000000
2074,        00.00,00.000000
2075,      116.39,02.069624
2076,        00.00,00.000000
2077,        00.00,00.000000
2078,        00.00,00.000000
2079,        00.00,00.000000
2080,        00.00,00.000000
2081,        00.00,00.000000
2082,        00.00,00.000000
2083,        00.00,00.000000
2084,     4111.49,03.614105
2085,  1005143.26,06.002228
2086,    25006.20,04.398065
2087,     5591.24,03.747586
2088,NA,NA
2089,        00.00,00.000000
2090,        00.00,00.000000
2091,        00.00,00.000000
2092,        00.00,00.000000
2093,        00.00,00.000000
2094,        00.00,00.000000
2095,        00.00,00.000000
2096,        00.00,00.000000
2097,        00.00,00.000000
2098,        00.00,00.000000
2099,        00.00,00.000000
2101,        00.00,00.000000
2102,    12514.68,04.097454
2103,      439.33,02.643783
2104,      146.10,02.167609
2105,     1049.01,03.021194
2106,        00.00,00.000000
2107,        00.00,00.000000
2108,     8277.09,03.917930
2109,   289284.57,05.461327
2110,        00.00,00.000000
2111,    25923.13,04.413704
2112,        00.00,00.000000
2113,        00.00,00.000000
2114,      307.47,02.489210
2115,        00.00,00.000000
2116,    49287.02,04.692741
2117,        00.00,00.000000
2118,      377.18,02.577700
2119,        00.00,00.000000
2120,      206.32,02.316648
2121,        00.00,00.000000
2122,        00.00,00.000000
2123,        00.00,00.000000
2124,        00.00,00.000000
2125,        00.00,00.000000
2126,        00.00,00.000000
2127,        00.00,00.000000
2128,        00.00,00.000000
2129,        00.00,00.000000
2130,        00.00,00.000000
2131,        00.00,00.000000
2132,        00.00,00.000000
2133,        00.00,00.000000
2134,        00.60,00.205438
2135,        00.00,00.000000
2136,        00.00,00.000000
2137,        00.00,00.000000
2138,        00.00,00.000000
2139,        00.00,00.000000
2140,        00.00,00.000000
2141,        00.00,00.000000
2142,        00.00,00.000000
2143,        00.00,00.000000
2144,        00.00,00.000000
2145,        00.00,00.000000
2146,        00.00,00.000000
2147,        00.00,00.000000
2148,NA,NA
2149,        00.00,00.000000
2150,        00.00,00.000000
2151,        00.00,00.000000
.,NA,NA
2152,        00.00,00.000000
2153,        00.00,00.000000
2154,        00.00,00.000000
2155,        00.00,00.000000
2156,        00.00,00.000000
2157,    22532.30,04.352825
2158,   314643.99,05.497821
2159,     2731.22,03.436516
2160,        00.00,00.000000
2161,    32845.26,04.516486
2162,      626.73,02.797775
2163,      210.85,02.326032
2164,     6000.61,03.778267
2165,      289.30,02.462851
2166,     1042.82,03.018625
2167,        00.00,00.000000
2168,        00.00,00.000000
2169,        00.00,00.000000
2170,        00.00,00.000000
2171,     1381.20,03.140572
2172,        00.00,00.000000
2173,        00.00,00.000000
2174,        00.00,00.000000
2175,      825.46,02.917223
2176,        00.00,00.000000
2177,        00.00,00.000000
2178,        00.00,00.000000
2179,        00.00,00.000000
2180,     2816.54,03.449869
2181,  1699144.73,06.230231
2182,     8254.88,03.916763
2183,        00.00,00.000000
2184,        00.00,00.000000
2185,        00.00,00.000000
2186,        00.00,00.000000
2187,        00.00,00.000000
2188,        00.00,00.000000
2189,        00.00,00.000000
2190,        00.00,00.000000
2191,      136.87,02.139472
2192,        00.00,00.000000
2193,        00.00,00.000000
2194,        00.00,00.000000
2195,        00.00,00.000000
2196,NA,NA
2197,        00.00,00.000000
2198,        00.00,00.000000
2199,      350.75,02.546234
2200,        00.00,00.000000
2201, 25881582.81,07.412991
