swab_id,zoo_load_100,log10_1
531,        00.00,00.000000
532,        00.00,00.000000
533,        00.00,00.000000
534,        00.00,00.000000
535,        00.00,00.000000
536,        00.00,00.000000
537,        00.00,00.000000
538,        00.00,00.000000
539,        00.00,00.000000
540,        00.00,00.000000
541,        00.00,00.000000
542,        00.00,00.000000
543,        00.00,00.000000
544,        00.00,00.000000
545,        00.00,00.000000
546,        00.00,00.000000
547,     1211.10,03.083538
548,        00.00,00.000000
549,        00.00,00.000000
550,      757.10,02.879726
551,        00.00,00.000000
552,        00.00,00.000000
553,    21636.00,04.335197
554,  1009989.00,06.004317
555,    55702.80,04.745885
556,    10638.00,04.026901
557,      250.10,02.399847
558,      394.90,02.597586
559,        00.00,00.000000
560,        00.00,00.000000
561,        00.00,00.000000
562,        00.00,00.000000
563,        00.00,00.000000
.,NA,NA
564,        00.00,00.000000
565,    15374.00,04.186815
566,      932.00,02.969882
567,        00.00,00.000000
568,        00.00,00.000000
569,        00.00,00.000000
570,        00.00,00.000000
571,        00.00,00.000000
572,        00.00,00.000000
573,        00.00,00.000000
574,        00.00,00.000000
575,        00.00,00.000000
576,        00.00,00.000000
577,        01.70,00.431364
578,        00.00,00.000000
579,        00.00,00.000000
.,NA,NA
580,        00.00,00.000000
581,        00.00,00.000000
582,        00.00,00.000000
583,        00.00,00.000000
584,        00.00,00.000000
585,        00.00,00.000000
586,        00.00,00.000000
587,        00.00,00.000000
588,        00.00,00.000000
590,        00.00,00.000000
591,        00.00,00.000000
592,        00.00,00.000000
593,        00.00,00.000000
594,        00.00,00.000000
595,        00.00,00.000000
596,        00.00,00.000000
597,        00.00,00.000000
598,        00.00,00.000000
599,        00.00,00.000000
600,        00.00,00.000000
601,        00.00,00.000000
602,        00.00,00.000000
603,       69.10,01.845718
604,        00.00,00.000000
605,        00.00,00.000000
606,        00.00,00.000000
607,        00.00,00.000000
608,        00.00,00.000000
609,        00.00,00.000000
610,        00.00,00.000000
611,        00.00,00.000000
612,        00.00,00.000000
613,        00.00,00.000000
614,        00.00,00.000000
615,        00.00,00.000000
616,        00.00,00.000000
617,        00.00,00.000000
618,        00.00,00.000000
619,        00.00,00.000000
620,        00.00,00.000000
621,        00.00,00.000000
622,        00.00,00.000000
623,        00.00,00.000000
624,        00.00,00.000000
625,        00.00,00.000000
626,        00.00,00.000000
627,        00.00,00.000000
628,        00.00,00.000000
629,        00.00,00.000000
630,        00.00,00.000000
631,        00.00,00.000000
632,     4841.30,03.685052
633,     2229.00,03.348305
634,      121.50,02.088136
635,      120.20,02.083503
636,     2007.50,03.302872
637,       59.20,01.779596
638,        00.00,00.000000
639,        00.00,00.000000
640,        00.00,00.000000
641,        00.00,00.000000
642,        00.00,00.000000
643,        00.00,00.000000
644,        00.00,00.000000
645,        00.00,00.000000
646,        00.00,00.000000
647,        00.00,00.000000
648,        00.00,00.000000
649,        00.00,00.000000
650,        00.00,00.000000
651,        00.00,00.000000
652,        00.00,00.000000
653,        00.00,00.000000
654,        00.50,00.176091
655,        00.00,00.000000
656,        00.00,00.000000
657,        00.00,00.000000
658,        00.00,00.000000
.,NA,NA
659,        00.00,00.000000
660,        00.00,00.000000
661,        00.00,00.000000
662,        00.00,00.000000
663,        00.00,00.000000
664,        00.00,00.000000
665,        00.00,00.000000
666,        00.00,00.000000
667,        00.00,00.000000
668,        00.00,00.000000
669,        00.00,00.000000
670,        00.00,00.000000
671,        00.00,00.000000
672,        00.00,00.000000
673,        00.00,00.000000
674,        00.00,00.000000
675,        00.00,00.000000
676,        00.00,00.000000
677,        00.00,00.000000
678,        00.00,00.000000
679,        00.00,00.000000
680,        00.00,00.000000
681,        00.00,00.000000
682,        00.00,00.000000
683,        00.00,00.000000
684,        00.00,00.000000
685,        00.00,00.000000
686,        00.00,00.000000
.,NA,NA
687,        00.00,00.000000
688,        00.00,00.000000
689,      540.70,02.733759
690,   193665.00,05.287053
691,    17796.90,04.250369
692,     2384.30,03.377543
693,     2244.40,03.351294
694,      272.90,02.437592
695,        00.00,00.000000
696,        00.00,00.000000
697,        00.00,00.000000
698,        00.00,00.000000
699,        00.00,00.000000
700,        00.00,00.000000
701,        00.00,00.000000
702,        00.00,00.000000
703,        00.00,00.000000
704,        00.00,00.000000
705,        00.00,00.000000
706,        00.00,00.000000
708,        00.00,00.000000
709,        00.00,00.000000
.,NA,NA
.,NA,NA
710,        00.00,00.000000
711,        00.00,00.000000
712,        00.00,00.000000
713,        00.00,00.000000
714,   341378.00,05.533237
715,     5369.00,03.729974
716,    13558.50,04.132244
717,     9301.80,03.968614
718,     9471.00,03.976442
719,     4337.80,03.637370
720,        00.00,00.000000
721,        00.00,00.000000
722,        00.00,00.000000
723,        00.00,00.000000
724,      104.70,02.024075
725,     7195.60,03.857127
726,        00.00,00.000000
727,        00.00,00.000000
728,        00.00,00.000000
729,       67.50,01.835691
730,        00.00,00.000000
731,    17302.10,04.238124
732,     1532.10,03.185570
733,        00.00,00.000000
734,      190.80,02.282849
735,      171.60,02.237041
736,NA,NA
737,     1609.40,03.206934
738,        00.00,00.000000
739,        03.80,00.681241
740,      500.40,02.700184
741,      141.80,02.154728
742,   132983.00,05.123799
743,    50170.80,04.700460
744,        00.00,00.000000
745,        00.00,00.000000
746,        00.00,00.000000
747,        00.00,00.000000
748,        00.00,00.000000
749,        00.00,00.000000
750,        00.00,00.000000
751,        00.00,00.000000
752,        00.00,00.000000
753,        00.00,00.000000
754,        00.00,00.000000
755,        00.00,00.000000
757,        00.00,00.000000
758,        00.00,00.000000
759,        00.00,00.000000
760,        00.00,00.000000
761,        00.00,00.000000
762,        00.00,00.000000
763,        00.00,00.000000
764,        00.00,00.000000
765,        00.00,00.000000
766,        00.00,00.000000
767,        00.00,00.000000
768,        00.00,00.000000
769,        00.00,00.000000
770,        00.00,00.000000
771,        00.00,00.000000
772,        00.80,00.255273
773,        00.00,00.000000
774,        00.00,00.000000
775,        00.00,00.000000
776,        00.00,00.000000
777,     4407.30,03.644271
778,        00.00,00.000000
779,        00.00,00.000000
780,        00.00,00.000000
781,        00.00,00.000000
782,        00.00,00.000000
783,        00.00,00.000000
784,        00.00,00.000000
785,        00.00,00.000000
786,        00.00,00.000000
787,        00.00,00.000000
788,        00.00,00.000000
789,        00.00,00.000000
790,        00.00,00.000000
791,        00.00,00.000000
792,        00.00,00.000000
793,        00.00,00.000000
794,        00.00,00.000000
795,        00.00,00.000000
796,        00.00,00.000000
797,        00.00,00.000000
798,        00.00,00.000000
799,        00.00,00.000000
800,      559.78,02.748795
801,      175.24,02.246114
802,        00.00,00.000000
803,        00.00,00.000000
804,        00.00,00.000000
805,      111.91,02.052724
806,        00.00,00.000000
807,      103.78,02.020288
808,        00.00,00.000000
809,        00.00,00.000000
810,        00.00,00.000000
811,        00.00,00.000000
812,        00.00,00.000000
813,        00.00,00.000000
814,        00.00,00.000000
815,        00.00,00.000000
816,        00.00,00.000000
817,        00.00,00.000000
818,      148.01,02.173203
819,      453.48,02.657512
820,        00.00,00.000000
821,        00.00,00.000000
822,        00.00,00.000000
823,        00.00,00.000000
824,        00.00,00.000000
825,        00.00,00.000000
826,        00.00,00.000000
827,        00.00,00.000000
828,        00.00,00.000000
829,    22806.50,04.358078
830,    18817.20,04.274578
831,        00.00,00.000000
832,        00.00,00.000000
833,        00.00,00.000000
834,        00.00,00.000000
835,        00.00,00.000000
836,        00.00,00.000000
837,      351.80,02.547529
838,        00.00,00.000000
839,        00.00,00.000000
840,        00.00,00.000000
841,        00.00,00.000000
842,  1954844.00,06.291112
843,        00.00,00.000000
844,      353.50,02.549616
845,        00.00,00.000000
846,        00.00,00.000000
847,        00.00,00.000000
848,      550.70,02.741703
849,      628.30,02.798858
850,        00.00,00.000000
851,        00.00,00.000000
852,NA,NA
853,        00.00,00.000000
854,        00.00,00.000000
855,        00.00,00.000000
856,        00.00,00.000000
857,        00.00,00.000000
858,        00.00,00.000000
859,        00.00,00.000000
860,    61965.00,04.792153
861,   747383.00,05.873544
862,        00.00,00.000000
863,     5913.50,03.771918
864,     1117.30,03.048558
865,        00.00,00.000000
866,      114.70,02.063333
867,        00.00,00.000000
868,        00.00,00.000000
869,        00.00,00.000000
870,        00.00,00.000000
871,        00.00,00.000000
872,     8276.00,03.917873
873,     4827.60,03.683821
874,        00.00,00.000000
875,        00.00,00.000000
876,        00.00,00.000000
877,        00.00,00.000000
878,        00.00,00.000000
879,        00.00,00.000000
880,        00.00,00.000000
881,        00.00,00.000000
882,        00.00,00.000000
883,     2416.60,03.383384
884,        00.00,00.000000
885,        00.00,00.000000
886,      363.40,02.561578
887,        00.00,00.000000
888,        00.00,00.000000
889,        00.00,00.000000
890,        00.00,00.000000
891,        00.00,00.000000
892,        00.00,00.000000
893,        00.00,00.000000
894,        00.00,00.000000
895,        00.00,00.000000
896,        00.00,00.000000
897,        00.00,00.000000
898,        00.00,00.000000
899,        00.00,00.000000
900,        00.00,00.000000
901,        00.00,00.000000
902,        00.00,00.000000
903,        00.00,00.000000
904,        00.00,00.000000
905,        00.00,00.000000
906,        00.00,00.000000
907,        00.00,00.000000
908,        00.00,00.000000
909,        00.00,00.000000
910,        00.00,00.000000
911,        00.00,00.000000
912,        00.00,00.000000
913,        00.00,00.000000
914,        00.00,00.000000
915,        00.00,00.000000
916,        00.00,00.000000
917,        00.00,00.000000
918,        00.00,00.000000
919,        00.00,00.000000
920,        00.00,00.000000
921,        00.00,00.000000
922,        00.00,00.000000
923,        00.00,00.000000
924,        00.00,00.000000
925,        00.00,00.000000
926,        00.00,00.000000
927,        00.00,00.000000
928,        00.00,00.000000
929,        00.00,00.000000
930,        00.00,00.000000
931,        00.00,00.000000
932,        00.00,00.000000
933,        00.00,00.000000
934,        00.00,00.000000
935,        00.00,00.000000
936,        00.00,00.000000
937,        00.00,00.000000
938,        00.00,00.000000
939,        00.00,00.000000
940,        00.00,00.000000
941,        00.00,00.000000
942,        00.00,00.000000
943,        00.00,00.000000
944,        00.00,00.000000
945,        00.00,00.000000
946,        00.00,00.000000
947,        00.00,00.000000
948,        00.00,00.000000
949,        00.00,00.000000
950,        00.00,00.000000
952,        00.00,00.000000
953,        00.00,00.000000
954,        00.00,00.000000
955,        00.00,00.000000
956,        00.00,00.000000
957,        00.00,00.000000
958,        00.00,00.000000
959,        00.00,00.000000
960,        00.00,00.000000
961,        00.00,00.000000
962,        00.00,00.000000
963,        00.00,00.000000
964,        00.00,00.000000
965,        00.00,00.000000
966,        00.00,00.000000
967,        00.00,00.000000
968,        00.00,00.000000
969,        00.00,00.000000
970,        00.00,00.000000
971,        00.00,00.000000
972,        00.00,00.000000
973,        00.00,00.000000
974,        00.00,00.000000
975,        00.00,00.000000
976,        00.00,00.000000
977,        00.00,00.000000
978,        00.00,00.000000
979,        00.00,00.000000
980,        00.00,00.000000
981,        00.00,00.000000
982,        00.00,00.000000
983,        00.00,00.000000
984,        00.00,00.000000
985,        00.00,00.000000
986,        00.00,00.000000
987,        00.00,00.000000
988,        00.00,00.000000
989,        00.00,00.000000
990,        00.00,00.000000
991,        00.00,00.000000
992,        00.00,00.000000
993,        00.00,00.000000
994,        00.00,00.000000
995,        00.00,00.000000
996,        00.00,00.000000
997,        00.00,00.000000
998,        00.00,00.000000
999,        00.00,00.000000
1000,        00.00,00.000000
1001,        00.00,00.000000
1002,        00.00,00.000000
1003,        00.00,00.000000
1004,        00.00,00.000000
1005,        00.00,00.000000
1006,        00.00,00.000000
1007,        00.00,00.000000
1008,        00.00,00.000000
1009,        00.00,00.000000
1010,        00.00,00.000000
1011,        00.00,00.000000
1012,        00.00,00.000000
1013,        00.00,00.000000
1014,        00.00,00.000000
1015,        00.00,00.000000
1016,        00.00,00.000000
1017,        00.00,00.000000
1018,        00.00,00.000000
1019,        00.00,00.000000
1020,        00.00,00.000000
1021,        00.00,00.000000
1022,        00.00,00.000000
1023,        00.00,00.000000
1024,        00.00,00.000000
1025,        00.00,00.000000
1026,        00.00,00.000000
1027,        00.00,00.000000
1028,        00.00,00.000000
1029,        00.00,00.000000
1030,        00.00,00.000000
1031,        00.00,00.000000
1032,        00.00,00.000000
1033,        00.00,00.000000
1034,        00.00,00.000000
1035,        00.00,00.000000
1036,        00.00,00.000000
1037,        00.00,00.000000
1038,        00.00,00.000000
1039,        00.00,00.000000
1040,        00.00,00.000000
1041,        00.00,00.000000
1042,        00.00,00.000000
1043,        00.00,00.000000
1044,        00.00,00.000000
1045,        00.00,00.000000
1046,        00.00,00.000000
1047,        00.00,00.000000
1048,        00.00,00.000000
1049,        00.00,00.000000
1050,        00.00,00.000000
1051,        00.00,00.000000
1052,        00.00,00.000000
1053,        00.00,00.000000
1054,        00.00,00.000000
1055,        00.00,00.000000
1056,        00.00,00.000000
1057,        00.00,00.000000
1058,        00.00,00.000000
1059,        00.00,00.000000
1060,        00.00,00.000000
1061,        00.00,00.000000
1062,        00.00,00.000000
1063,        00.00,00.000000
1064,        00.00,00.000000
1065,      206.10,02.316180
1066,        00.00,00.000000
1067,        00.00,00.000000
1068,        00.00,00.000000
1069,        00.00,00.000000
1070,        00.00,00.000000
1071,        00.00,00.000000
1072,        00.00,00.000000
1073,        00.00,00.000000
1074,        00.00,00.000000
1075,        00.00,00.000000
1076,        00.00,00.000000
1077,        00.00,00.000000
1078,        00.00,00.000000
1079,        00.00,00.000000
1080,        00.00,00.000000
1081,        00.00,00.000000
1082,        00.00,00.000000
1083,        00.00,00.000000
1084,        00.00,00.000000
1085,        00.00,00.000000
1086,        00.00,00.000000
1087,        00.00,00.000000
1088,        00.00,00.000000
1089,        00.00,00.000000
1090,        00.00,00.000000
1091,        00.00,00.000000
1092,        00.00,00.000000
1093,        00.00,00.000000
1094,        00.00,00.000000
1095, 29123913.00,07.464250
1096,   373104.00,05.571831
1097,   148806.00,05.172623
1098,        00.00,00.000000
1099,       97.00,01.991226
1100,       83.70,01.927883
1101,        00.00,00.000000
1102,      330.40,02.520353
1103,        00.00,00.000000
1104,      513.60,02.711470
1105,      368.70,02.567849
1106,      392.30,02.594724
1107,      389.10,02.591176
1108,        00.00,00.000000
1109,       90.70,01.962369
1110,      177.30,02.251151
1111,      496.60,02.696880
1112,      258.80,02.414639
1113,      149.30,02.176959
1114,        00.00,00.000000
1115,      730.50,02.864214
1116,    52587.40,04.720890
1117,     1168.30,03.067926
1118,        00.00,00.000000
1119,        00.00,00.000000
1120,        00.00,00.000000
1121,        00.00,00.000000
1122,        00.00,00.000000
1123,        00.00,00.000000
1124,        00.00,00.000000
1125,        00.00,00.000000
1126,        00.00,00.000000
1127,        00.00,00.000000
1128,        00.00,00.000000
1129,        00.00,00.000000
1130,       91.90,01.968016
1131,        00.00,00.000000
1132,        00.00,00.000000
1133,        00.00,00.000000
1134,    45051.80,04.653722
1135,        00.00,00.000000
1136,        00.00,00.000000
